provider_id,hcpcs_code,state,month,payer_product,contract_type,utilization_count,billed_amount,contract_allowed_amount,contract_paid_amount,medicare_benchmark_amount,contract_total_paid,medicare_total_benchmark,contract_to_medicare_ratio,dollar_variance,percent_variance,total_financial_variance,benchmark_band,over_benchmark_flag,under_benchmark_flag
PRV028,27447,VA,2025-04,Exchange,Fee Schedule,10,1729.54,1283.57,1268.23,1165.98,12682.3,11659.8,1.1008507864628896,117.58999999999992,0.10085078646288952,1175.8999999999992,100_to_120_percent,0,0
PRV058,27447,MD,2024-09,Medicare Advantage,Negotiated Commercial,31,1933.99,1366.05,1239.77,1324.33,38432.87,41054.229999999996,1.031502722131191,41.72000000000003,0.03150272213119089,1293.3200000000008,100_to_120_percent,0,0
PRV032,A0429,NC,2025-09,Commercial HMO,Fee Schedule,18,597.35,373.28,347.26,294.16,6250.68,5294.88,1.2689692684253466,79.11999999999995,0.2689692684253466,1424.159999999999,above_120_percent,1,0
PRV056,71046,NY,2025-09,Exchange,Negotiated Commercial,15,55.01,35.03,29.5,35.17,442.5,527.5500000000001,0.9960193346602217,-0.14000000000000057,-0.003980665339778236,-2.1000000000000085,80_to_100_percent,0,0
PRV013,99214,PA,2024-09,Medicare Advantage,Negotiated Commercial,80,192.28,137.1,131.56,141.29,10524.8,11303.199999999999,0.97034468115224,-4.189999999999998,-0.02965531884775991,-335.1999999999998,80_to_100_percent,0,0
PRV027,99214,MD,2024-01,Commercial PPO,Case Rate,102,179.61,126.04,125.27,140.21,12777.539999999999,14301.42,0.8989373083232295,-14.170000000000002,-0.10106269167677057,-1445.3400000000001,80_to_100_percent,0,0
PRV009,J3490,MD,2024-08,Exchange,Fee Schedule,12,190.28,118.74,113.59,121.25,1363.08,1455.0,0.979298969072165,-2.510000000000005,-0.020701030927835092,-30.12000000000006,80_to_100_percent,0,0
PRV035,71046,FL,2024-07,Commercial PPO,Percent of Medicare,13,48.93,34.2,30.77,34.99,400.01,454.87,0.9774221206058874,-0.7899999999999991,-0.022577879394112578,-10.269999999999989,80_to_100_percent,0,0
PRV012,27447,VA,2024-11,Commercial HMO,Negotiated Commercial,21,1728.49,1317.84,1151.11,1165.98,24173.309999999998,24485.58,1.1302423712242062,151.8599999999999,0.13024237122420615,3189.0599999999977,100_to_120_percent,0,0
PRV030,70551,NC,2025-02,Medicare Advantage,Negotiated Commercial,26,468.87,272.5,271.88,219.7,7068.88,5712.2,1.2403277196176605,52.80000000000001,0.2403277196176605,1372.8000000000002,above_120_percent,1,0
PRV021,J3490,FL,2025-12,Commercial PPO,Fee Schedule,14,200.35,165.64,147.51,121.25,2065.14,1697.5,1.366103092783505,44.389999999999986,0.36610309278350506,621.4599999999998,above_120_percent,1,0
PRV012,93000,VA,2024-02,Exchange,Case Rate,24,32.52,25.21,23.1,25.07,554.4000000000001,601.6800000000001,1.0055843637814121,0.14000000000000057,0.005584363781412069,3.3600000000000136,100_to_120_percent,0,0
PRV006,99214,VA,2025-02,Commercial HMO,Fee Schedule,92,328.58,179.51,156.49,141.29,14397.080000000002,12998.679999999998,1.2705074669120249,38.22,0.27050746691202493,3516.24,above_120_percent,1,0
PRV031,45378,PA,2024-05,Exchange,Fee Schedule,16,574.66,455.75,432.24,393.64,6915.84,6298.24,1.157783761812824,62.110000000000014,0.15778376181282394,993.7600000000002,100_to_120_percent,0,0
PRV057,71046,MD,2025-02,Commercial PPO,Negotiated Commercial,12,63.5,33.01,33.01,35.45,396.12,425.40000000000003,0.9311706629055005,-2.440000000000005,-0.06882933709449943,-29.280000000000058,80_to_100_percent,0,0
PRV012,J3490,VA,2025-04,Medicare Advantage,Case Rate,12,166.14,131.81,123.22,121.25,1478.6399999999999,1455.0,1.0870927835051547,10.560000000000002,0.08709278350515466,126.72000000000003,100_to_120_percent,0,0
PRV025,99214,NY,2025-08,Medicare Advantage,Percent of Medicare,96,177.07,135.27,133.05,128.66,12772.800000000001,12351.36,1.0513757189491684,6.610000000000014,0.05137571894916846,634.5600000000013,100_to_120_percent,0,0
PRV014,93000,MD,2025-02,Medicare Advantage,Fee Schedule,21,30.1,23.38,20.89,23.68,438.69,497.28,0.987331081081081,-0.3000000000000007,-0.012668918918918949,-6.300000000000015,80_to_100_percent,0,0
PRV049,A0429,PA,2024-05,Commercial HMO,Percent of Medicare,18,352.97,288.69,267.41,347.07,4813.38,6247.26,0.8317918575503501,-58.379999999999995,-0.1682081424496499,-1050.84,80_to_100_percent,0,0
PRV025,J3490,NY,2025-10,Commercial PPO,Fee Schedule,24,223.95,117.9,110.53,117.66,2652.7200000000003,2823.84,1.0020397756246813,0.2400000000000091,0.0020397756246813624,5.760000000000218,100_to_120_percent,0,0
PRV059,99213,VA,2024-10,Commercial PPO,Negotiated Commercial,76,232.98,125.91,113.06,98.92,8592.56,7517.92,1.2728467448443186,26.989999999999995,0.2728467448443186,2051.24,above_120_percent,1,0
PRV015,J3490,NC,2024-12,Exchange,Percent of Medicare,15,121.71,101.24,90.28,115.62,1354.2,1734.3000000000002,0.8756270541428818,-14.38000000000001,-0.12437294585711822,-215.70000000000016,80_to_100_percent,0,0
PRV005,99213,PA,2025-04,Commercial PPO,Negotiated Commercial,82,212.07,109.1,98.64,98.92,8088.4800000000005,8111.4400000000005,1.1029114435907803,10.179999999999993,0.10291144359078035,834.7599999999994,100_to_120_percent,0,0
PRV035,99214,FL,2024-07,Commercial HMO,Negotiated Commercial,98,171.91,138.16,127.08,128.66,12453.84,12608.68,1.0738380226954765,9.5,0.07383802269547646,931.0,100_to_120_percent,0,0
PRV040,J3490,MD,2025-12,Commercial PPO,Case Rate,20,268.68,117.27,106.61,112.06,2132.2,2241.2,1.0464929502052471,5.209999999999994,0.04649295020524713,104.19999999999987,100_to_120_percent,0,0
PRV060,99214,MD,2024-02,Commercial PPO,Case Rate,112,238.59,157.61,154.73,128.66,17329.76,14409.92,1.2250116586351625,28.950000000000017,0.2250116586351626,3242.400000000002,above_120_percent,1,0
PRV053,80053,NY,2024-04,Commercial PPO,Percent of Medicare,50,23.81,17.0,14.34,14.98,717.0,749.0,1.1348464619492658,2.0199999999999996,0.13484646194926567,100.99999999999997,100_to_120_percent,0,0
PRV054,99214,PA,2025-12,Commercial PPO,Fee Schedule,96,263.52,157.29,146.91,131.82,14103.36,12654.72,1.1932180245789714,25.47,0.19321802457897133,2445.12,100_to_120_percent,0,0
PRV039,70551,NY,2024-11,Medicare Advantage,Negotiated Commercial,15,294.16,221.05,191.68,256.22,2875.2000000000003,3843.3,0.8627351494809148,-35.170000000000016,-0.1372648505190852,-527.5500000000002,80_to_100_percent,0,0
PRV022,99213,PA,2025-10,Exchange,Case Rate,102,124.37,103.88,100.83,98.92,10284.66,10089.84,1.050141528507885,4.959999999999994,0.05014152850788509,505.9199999999994,100_to_120_percent,0,0
PRV026,93000,NC,2025-10,Exchange,Percent of Medicare,26,34.88,24.19,21.75,21.24,565.5,552.24,1.138888888888889,2.950000000000003,0.13888888888888903,76.70000000000007,100_to_120_percent,0,0
PRV009,80053,MD,2025-12,Medicare Advantage,Negotiated Commercial,54,23.61,15.03,13.94,13.94,752.76,752.76,1.0781922525107603,1.0899999999999999,0.0781922525107604,58.85999999999999,100_to_120_percent,0,0
PRV026,27447,NC,2025-06,Commercial HMO,Fee Schedule,22,1178.45,1122.34,1103.32,1167.55,24273.039999999997,25686.1,0.9612778895978759,-45.210000000000036,-0.03872211040212414,-994.6200000000008,80_to_100_percent,0,0
PRV022,71046,PA,2025-05,Commercial HMO,Case Rate,18,42.76,32.24,27.83,35.17,500.93999999999994,633.0600000000001,0.916690361103213,-2.9299999999999997,-0.08330963889678702,-52.739999999999995,80_to_100_percent,0,0
PRV003,99214,PA,2025-03,Commercial PPO,Negotiated Commercial,102,231.91,113.75,111.94,140.21,11417.88,14301.42,0.8112830753869196,-26.460000000000008,-0.18871692461308043,-2698.920000000001,80_to_100_percent,0,0
PRV013,71046,PA,2025-05,Medicare Advantage,Case Rate,20,51.76,33.43,31.75,34.99,635.0,699.8000000000001,0.95541583309517,-1.5600000000000023,-0.04458416690483001,-31.200000000000045,80_to_100_percent,0,0
PRV033,71046,FL,2024-07,Commercial PPO,Case Rate,20,42.35,40.33,36.78,34.99,735.6,699.8000000000001,1.1526150328665332,5.339999999999996,0.1526150328665332,106.79999999999993,100_to_120_percent,0,0
PRV023,80053,MD,2025-08,Commercial HMO,Negotiated Commercial,43,22.66,14.61,12.2,13.24,524.6,569.32,1.1034743202416917,1.3699999999999992,0.10347432024169179,58.90999999999997,100_to_120_percent,0,0
PRV060,70551,MD,2024-05,Commercial HMO,Negotiated Commercial,17,463.23,282.47,282.47,225.37,4801.990000000001,3831.29,1.2533611394595554,57.10000000000002,0.2533611394595555,970.7000000000004,above_120_percent,1,0
PRV029,80053,NC,2024-12,Medicare Advantage,Negotiated Commercial,53,15.61,10.1,9.25,13.94,490.25,738.8199999999999,0.7245337159253945,-3.84,-0.27546628407460544,-203.51999999999998,below_80_percent_of_medicare,0,1
PRV058,80053,MD,2024-09,Commercial HMO,Percent of Medicare,45,26.46,15.15,14.47,13.79,651.15,620.55,1.0986221899927484,1.3600000000000012,0.09862218999274847,61.20000000000005,100_to_120_percent,0,0
PRV040,45378,MD,2025-07,Medicare Advantage,Negotiated Commercial,15,620.1,419.52,392.76,396.98,5891.4,5954.700000000001,1.0567786790266511,22.539999999999964,0.056778679026651124,338.09999999999945,100_to_120_percent,0,0
PRV003,93000,PA,2024-07,Commercial PPO,Case Rate,22,34.94,19.36,19.36,21.42,425.91999999999996,471.24,0.9038281979458449,-2.0600000000000023,-0.0961718020541551,-45.32000000000005,80_to_100_percent,0,0
PRV013,80053,PA,2024-05,Medicare Advantage,Negotiated Commercial,38,18.54,11.98,10.62,13.94,403.55999999999995,529.72,0.8593974175035869,-1.959999999999999,-0.14060258249641314,-74.47999999999996,80_to_100_percent,0,0
PRV043,99214,NC,2025-08,Commercial PPO,Fee Schedule,86,266.65,168.84,164.1,131.82,14112.6,11336.519999999999,1.2808375056895769,37.02000000000001,0.28083750568957677,3183.7200000000007,above_120_percent,1,0
PRV033,27447,FL,2024-12,Commercial HMO,Fee Schedule,18,2214.09,1352.6,1352.6,1304.32,24346.8,23477.76,1.037015456329735,48.27999999999997,0.03701545632973501,869.0399999999995,100_to_120_percent,0,0
PRV019,45378,NY,2025-06,Medicare Advantage,Percent of Medicare,19,665.77,386.13,340.7,369.24,6473.3,7015.56,1.0457426064348392,16.889999999999986,0.04574260643483909,320.90999999999974,100_to_120_percent,0,0
PRV032,27447,NC,2025-10,Exchange,Negotiated Commercial,22,3147.64,1920.17,1770.14,1324.33,38943.08,29135.26,1.4499180717796925,595.8400000000001,0.4499180717796925,13108.480000000003,above_120_percent,1,0
PRV055,99214,NY,2025-09,Commercial PPO,Percent of Medicare,118,203.91,149.47,141.06,141.29,16645.08,16672.219999999998,1.0578951093495648,8.180000000000007,0.05789510934956477,965.2400000000008,100_to_120_percent,0,0
PRV024,71046,NC,2024-10,Medicare Advantage,Fee Schedule,18,76.24,39.09,37.49,34.99,674.82,629.82,1.1171763360960274,4.100000000000001,0.11717633609602747,73.80000000000003,100_to_120_percent,0,0
PRV003,93000,PA,2024-05,Commercial PPO,Fee Schedule,17,20.73,15.3,14.58,21.24,247.86,361.08,0.7203389830508475,-5.939999999999998,-0.27966101694915246,-100.97999999999996,below_80_percent_of_medicare,0,1
PRV019,45378,NY,2025-12,Commercial PPO,Percent of Medicare,22,655.22,491.5,477.98,396.82,10515.560000000001,8730.039999999999,1.238596844917091,94.68,0.2385968449170909,2082.96,above_120_percent,1,0
PRV057,80053,MD,2024-08,Commercial HMO,Negotiated Commercial,41,17.48,16.44,15.29,13.79,626.89,565.39,1.1921682378535172,2.650000000000002,0.19216823785351722,108.65000000000009,100_to_120_percent,0,0
PRV046,71046,NC,2025-07,Commercial PPO,Case Rate,18,64.19,43.18,40.85,32.83,735.3000000000001,590.9399999999999,1.3152604325312216,10.350000000000001,0.3152604325312215,186.3,above_120_percent,1,0
PRV051,71046,VA,2025-07,Medicare Advantage,Case Rate,24,71.4,50.09,44.14,34.99,1059.3600000000001,839.76,1.4315518719634182,15.100000000000001,0.43155187196341815,362.40000000000003,above_120_percent,1,0
PRV055,45378,NY,2024-11,Medicare Advantage,Percent of Medicare,18,597.04,381.01,338.79,396.82,6098.22,7142.76,0.9601582581523108,-15.810000000000002,-0.039841741847689134,-284.58000000000004,80_to_100_percent,0,0
PRV008,45378,PA,2024-04,Commercial HMO,Percent of Medicare,21,639.07,475.96,440.86,369.24,9258.06,7754.04,1.2890261076806413,106.71999999999997,0.28902610768064124,2241.1199999999994,above_120_percent,1,0
PRV017,J3490,VA,2024-12,Medicare Advantage,Fee Schedule,17,326.69,166.46,152.47,115.62,2591.99,1965.54,1.4397163120567376,50.84,0.4397163120567376,864.2800000000001,above_120_percent,1,0
PRV004,71046,FL,2024-04,Commercial PPO,Case Rate,14,61.04,43.5,41.63,33.04,582.82,462.56,1.316585956416465,10.46,0.3165859564164649,146.44,above_120_percent,1,0
PRV001,J3490,FL,2024-09,Commercial PPO,Negotiated Commercial,21,141.96,101.16,86.56,115.62,1817.76,2428.02,0.8749351323300466,-14.460000000000008,-0.12506486766995337,-303.6600000000002,80_to_100_percent,0,0
PRV051,J3490,VA,2024-10,Commercial HMO,Fee Schedule,21,182.58,119.16,113.05,101.59,2374.0499999999997,2133.39,1.172950093513141,17.569999999999993,0.17295009351314097,368.96999999999986,100_to_120_percent,0,0
PRV057,70551,MD,2025-01,Medicare Advantage,Fee Schedule,18,361.13,219.72,211.02,227.36,3798.36,4092.4800000000005,0.9663969035890217,-7.640000000000015,-0.03360309641097825,-137.52000000000027,80_to_100_percent,0,0
PRV010,27447,PA,2024-05,Medicare Advantage,Negotiated Commercial,18,2993.13,1615.8,1359.5,1324.33,24471.0,23837.94,1.2200886485996694,291.47,0.2200886485996693,5246.460000000001,above_120_percent,1,0
PRV044,A0429,MD,2025-09,Exchange,Fee Schedule,19,634.75,377.52,376.34,298.33,7150.459999999999,5668.2699999999995,1.2654443066402976,79.19,0.26544430664029767,1504.61,above_120_percent,1,0
PRV033,J3490,FL,2024-02,Exchange,Percent of Medicare,17,259.78,154.91,154.91,117.66,2633.47,2000.22,1.3165901750807412,37.25,0.3165901750807411,633.25,above_120_percent,1,0
PRV005,93000,PA,2025-12,Commercial HMO,Percent of Medicare,18,38.43,24.33,23.7,23.68,426.59999999999997,426.24,1.0274493243243243,0.6499999999999986,0.027449324324324266,11.699999999999974,100_to_120_percent,0,0
PRV055,45378,NY,2024-08,Commercial PPO,Fee Schedule,19,471.02,350.15,322.53,369.24,6128.07,7015.56,0.948299209186437,-19.090000000000032,-0.05170079081356308,-362.7100000000006,80_to_100_percent,0,0
PRV053,71046,NY,2024-12,Exchange,Negotiated Commercial,27,57.91,41.48,38.11,35.45,1028.97,957.1500000000001,1.1700987306064878,6.029999999999994,0.17009873060648784,162.80999999999983,100_to_120_percent,0,0
PRV035,99214,FL,2025-10,Medicare Advantage,Negotiated Commercial,72,169.88,161.79,146.7,131.82,10562.4,9491.039999999999,1.2273554847519346,29.97,0.22735548475193446,2157.84,above_120_percent,1,0
PRV043,80053,NC,2025-04,Commercial HMO,Fee Schedule,33,33.73,22.92,21.31,15.37,703.2299999999999,507.21,1.491216655823032,7.5500000000000025,0.4912166558230321,249.1500000000001,above_120_percent,1,0
PRV024,A0429,NC,2024-02,Commercial PPO,Case Rate,19,430.03,251.48,229.31,288.53,4356.89,5482.07,0.8715904758603958,-37.04999999999998,-0.12840952413960416,-703.9499999999997,80_to_100_percent,0,0
PRV048,A0429,NY,2025-03,Commercial HMO,Case Rate,14,555.23,373.86,352.8,347.07,4939.2,4858.98,1.0771890396749937,26.79000000000002,0.07718903967499358,375.0600000000003,100_to_120_percent,0,0
PRV027,45378,MD,2025-02,Medicare Advantage,Fee Schedule,25,662.77,399.7,372.28,396.98,9307.0,9924.5,1.0068517305657716,2.7199999999999704,0.0068517305657715,67.99999999999926,100_to_120_percent,0,0
PRV060,A0429,MD,2025-11,Commercial HMO,Case Rate,22,873.01,431.14,411.3,334.01,9048.6,7348.219999999999,1.2907996766563876,97.13,0.2907996766563875,2136.8599999999997,above_120_percent,1,0
PRV004,70551,FL,2025-02,Exchange,Percent of Medicare,11,529.12,335.62,307.0,246.58,3377.0,2712.38,1.3610998458917998,89.03999999999999,0.3610998458917998,979.4399999999999,above_120_percent,1,0
PRV011,45378,NC,2025-12,Commercial PPO,Percent of Medicare,24,565.96,334.18,297.16,396.82,7131.84,9523.68,0.8421450531727231,-62.639999999999986,-0.15785494682727683,-1503.3599999999997,80_to_100_percent,0,0
PRV059,99214,VA,2025-01,Commercial HMO,Negotiated Commercial,94,215.15,136.24,133.16,122.99,12517.039999999999,11561.06,1.1077323359622735,13.250000000000014,0.10773233596227348,1245.5000000000014,100_to_120_percent,0,0
PRV018,93000,VA,2024-05,Commercial PPO,Fee Schedule,15,37.11,27.58,24.54,21.24,368.09999999999997,318.59999999999997,1.2984934086629003,6.34,0.2984934086629002,95.1,above_120_percent,1,0
PRV019,99214,NY,2025-01,Medicare Advantage,Percent of Medicare,92,187.18,125.07,115.43,141.29,10619.560000000001,12998.679999999998,0.8852006511430391,-16.22,-0.11479934885696086,-1492.2399999999998,80_to_100_percent,0,0
PRV048,A0429,NY,2025-11,Medicare Advantage,Fee Schedule,17,432.72,338.68,312.79,303.18,5317.43,5154.06,1.1170921564747014,35.5,0.11709215647470149,603.5,100_to_120_percent,0,0
PRV012,27447,VA,2024-01,Exchange,Case Rate,19,2031.6,1152.95,1076.84,1238.61,20459.96,23533.589999999997,0.9308418307619025,-85.65999999999985,-0.06915816923809744,-1627.5399999999972,80_to_100_percent,0,0
PRV031,A0429,PA,2024-10,Commercial PPO,Negotiated Commercial,19,605.89,339.95,314.48,294.16,5975.120000000001,5589.040000000001,1.1556635844438399,45.789999999999964,0.15566358444383996,870.0099999999993,100_to_120_percent,0,0
PRV018,71046,VA,2024-02,Commercial HMO,Fee Schedule,19,63.4,41.52,38.03,32.83,722.57,623.77,1.2646969235455379,8.690000000000005,0.26469692354553775,165.1100000000001,above_120_percent,1,0
PRV012,71046,VA,2025-09,Commercial HMO,Case Rate,13,73.43,36.86,34.57,32.83,449.41,426.78999999999996,1.1227535790435577,4.030000000000001,0.12275357904355776,52.390000000000015,100_to_120_percent,0,0
PRV058,27447,MD,2025-01,Exchange,Fee Schedule,9,2168.78,1452.17,1296.08,1324.33,11664.72,11918.97,1.0965318311901113,127.84000000000015,0.09653183119011134,1150.5600000000013,100_to_120_percent,0,0
PRV012,70551,VA,2025-06,Commercial PPO,Case Rate,19,540.53,305.7,281.65,246.58,5351.349999999999,4685.02,1.2397599156460377,59.119999999999976,0.23975991564603769,1123.2799999999995,above_120_percent,1,0
PRV006,80053,VA,2025-12,Commercial HMO,Case Rate,45,39.55,26.58,24.81,15.37,1116.45,691.65,1.7293428757319453,11.209999999999999,0.7293428757319453,504.44999999999993,above_120_percent,1,0
PRV041,80053,NC,2025-08,Medicare Advantage,Fee Schedule,47,31.06,18.69,16.05,13.94,754.35,655.18,1.3407460545193688,4.750000000000002,0.34074605451936885,223.25000000000009,above_120_percent,1,0
PRV053,70551,NY,2024-10,Commercial HMO,Case Rate,20,418.34,348.17,341.69,275.26,6833.8,5505.2,1.2648768437114002,72.91000000000003,0.26487684371140024,1458.2000000000005,above_120_percent,1,0
PRV008,99213,PA,2025-11,Medicare Advantage,Case Rate,94,138.63,97.2,97.2,77.64,9136.800000000001,7298.16,1.2519319938176199,19.560000000000002,0.2519319938176198,1838.6400000000003,above_120_percent,1,0
PRV043,99214,NC,2024-12,Exchange,Fee Schedule,106,338.48,216.07,206.26,140.21,21863.559999999998,14862.26,1.5410455744953997,75.85999999999999,0.5410455744953996,8041.159999999998,above_120_percent,1,0
PRV033,99213,FL,2025-12,Medicare Advantage,Percent of Medicare,100,256.9,145.75,133.31,97.52,13331.0,9752.0,1.4945652173913044,48.230000000000004,0.49456521739130443,4823.0,above_120_percent,1,0
PRV050,99214,NC,2025-12,Exchange,Negotiated Commercial,130,200.75,128.54,117.81,122.99,15315.300000000001,15988.699999999999,1.0451256199691032,5.549999999999997,0.04512561996910316,721.4999999999997,100_to_120_percent,0,0
PRV008,99214,PA,2024-06,Medicare Advantage,Case Rate,76,314.12,166.06,147.53,140.21,11212.28,10655.960000000001,1.184366307681335,25.849999999999994,0.18436630768133508,1964.5999999999995,100_to_120_percent,0,0
PRV059,99213,VA,2025-07,Commercial PPO,Percent of Medicare,94,128.33,87.93,87.26,77.64,8202.44,7298.16,1.1325347758887172,10.290000000000006,0.13253477588871723,967.2600000000006,100_to_120_percent,0,0
PRV038,99213,NC,2025-05,Medicare Advantage,Case Rate,98,100.19,75.99,66.6,98.92,6526.799999999999,9694.16,0.7681965224423776,-22.930000000000007,-0.23180347755762237,-2247.140000000001,below_80_percent_of_medicare,0,1
PRV051,J3490,VA,2025-07,Exchange,Fee Schedule,21,307.45,152.39,147.43,115.62,3096.03,2428.02,1.3180245632243555,36.76999999999998,0.31802456322435546,772.1699999999996,above_120_percent,1,0
PRV022,99214,PA,2024-05,Commercial HMO,Case Rate,102,151.27,129.2,117.74,141.29,12009.48,14411.58,0.9144313114870125,-12.090000000000003,-0.0855686885129875,-1233.1800000000003,80_to_100_percent,0,0
PRV057,70551,MD,2025-01,Medicare Advantage,Negotiated Commercial,18,340.77,249.4,245.34,219.7,4416.12,3954.6,1.1351843422849341,29.700000000000017,0.1351843422849341,534.6000000000004,100_to_120_percent,0,0
PRV038,99213,NC,2024-04,Commercial HMO,Negotiated Commercial,86,108.85,70.32,67.26,82.42,5784.360000000001,7088.12,0.85319097306479,-12.100000000000009,-0.14680902693521,-1040.6000000000008,80_to_100_percent,0,0
PRV008,A0429,PA,2025-10,Commercial HMO,Negotiated Commercial,18,608.5,412.1,397.85,303.18,7161.3,5457.24,1.3592585262880137,108.92000000000002,0.35925852628801375,1960.5600000000004,above_120_percent,1,0
PRV056,93000,NY,2025-09,Commercial PPO,Negotiated Commercial,21,31.92,20.18,18.91,23.86,397.11,501.06,0.845766974015088,-3.6799999999999997,-0.15423302598491198,-77.28,80_to_100_percent,0,0
PRV048,45378,NY,2025-02,Exchange,Negotiated Commercial,23,585.29,371.71,370.39,393.64,8518.97,9053.72,0.9442891982522101,-21.930000000000007,-0.055710801747789876,-504.39000000000016,80_to_100_percent,0,0
PRV019,27447,NY,2024-04,Exchange,Case Rate,18,2760.74,1315.22,1137.83,1167.55,20480.94,21015.899999999998,1.1264785234037087,147.67000000000007,0.1264785234037087,2658.0600000000013,100_to_120_percent,0,0
PRV033,45378,FL,2025-04,Commercial HMO,Fee Schedule,18,664.9,446.15,383.99,417.19,6911.82,7509.42,1.0694168124835206,28.95999999999998,0.06941681248352065,521.2799999999996,100_to_120_percent,0,0
PRV024,27447,NC,2024-11,Commercial PPO,Negotiated Commercial,12,1931.06,1177.47,1022.59,1165.98,12271.08,13991.76,1.0098543714300416,11.490000000000009,0.009854371430041689,137.8800000000001,100_to_120_percent,0,0
PRV033,70551,FL,2025-07,Commercial PPO,Fee Schedule,14,627.36,401.36,365.77,275.26,5120.78,3853.64,1.4581123301605756,126.10000000000002,0.45811233016057556,1765.4000000000003,above_120_percent,1,0
PRV058,45378,MD,2024-03,Medicare Advantage,Negotiated Commercial,16,438.39,417.51,376.22,417.19,6019.52,6675.04,1.0007670366020278,0.3199999999999932,0.0007670366020278367,5.119999999999891,100_to_120_percent,0,0
PRV054,J3490,PA,2024-10,Medicare Advantage,Percent of Medicare,21,196.57,157.27,142.87,121.25,3000.27,2546.25,1.2970721649484538,36.02000000000001,0.2970721649484537,756.4200000000002,above_120_percent,1,0
PRV013,80053,PA,2024-09,Exchange,Negotiated Commercial,46,14.81,14.11,14.06,15.37,646.76,707.02,0.9180221210149643,-1.2599999999999998,-0.08197787898503578,-57.959999999999994,80_to_100_percent,0,0
PRV059,A0429,VA,2025-11,Commercial PPO,Negotiated Commercial,18,411.09,323.66,293.07,303.18,5275.26,5457.24,1.0675506299887856,20.480000000000018,0.0675506299887856,368.6400000000003,100_to_120_percent,0,0
PRV027,A0429,MD,2024-08,Exchange,Case Rate,24,497.97,331.97,320.93,334.01,7702.32,8016.24,0.9938923984311848,-2.0399999999999636,-0.006107601568815196,-48.95999999999913,80_to_100_percent,0,0
PRV043,45378,NC,2025-12,Commercial HMO,Negotiated Commercial,23,986.55,561.17,523.73,397.24,12045.79,9136.52,1.4126724398348605,163.92999999999995,0.4126724398348604,3770.389999999999,above_120_percent,1,0
PRV046,A0429,NC,2025-11,Commercial PPO,Negotiated Commercial,19,700.77,373.16,363.4,294.16,6904.599999999999,5589.040000000001,1.2685613271688876,79.0,0.26856132716888764,1501.0,above_120_percent,1,0
PRV029,99214,NC,2025-03,Commercial PPO,Fee Schedule,90,232.67,107.15,101.24,133.35,9111.6,12001.5,0.8035245594300713,-26.19999999999999,-0.1964754405699287,-2357.999999999999,80_to_100_percent,0,0
PRV028,70551,VA,2024-05,Commercial HMO,Fee Schedule,14,382.49,244.56,230.97,225.37,3233.58,3155.1800000000003,1.0851488663087367,19.189999999999998,0.08514886630873673,268.65999999999997,100_to_120_percent,0,0
PRV028,27447,VA,2024-06,Medicare Advantage,Negotiated Commercial,16,2632.98,1698.74,1560.78,1315.06,24972.48,21040.96,1.2917585509406415,383.68000000000006,0.29175855094064157,6138.880000000001,above_120_percent,1,0
PRV052,A0429,NC,2024-01,Exchange,Negotiated Commercial,18,277.08,234.82,209.72,294.16,3774.96,5294.88,0.7982730486809898,-59.34000000000003,-0.20172695131901017,-1068.1200000000006,below_80_percent_of_medicare,0,1
PRV024,99214,NC,2025-07,Medicare Advantage,Fee Schedule,96,196.63,152.26,131.98,128.66,12670.079999999998,12351.36,1.1834291932224468,23.599999999999994,0.18342919322244672,2265.5999999999995,100_to_120_percent,0,0
PRV017,J3490,VA,2025-06,Commercial PPO,Case Rate,10,371.85,213.24,203.6,121.25,2036.0,1212.5,1.7586804123711341,91.99000000000001,0.7586804123711341,919.9000000000001,above_120_percent,1,0
PRV022,99213,PA,2024-08,Medicare Advantage,Fee Schedule,94,162.47,80.25,80.25,77.64,7543.5,7298.16,1.0336166924265842,2.6099999999999994,0.03361669242658423,245.33999999999995,100_to_120_percent,0,0
PRV012,80053,VA,2025-06,Commercial PPO,Case Rate,52,26.91,14.23,12.92,13.24,671.84,688.48,1.0747734138972809,0.9900000000000002,0.07477341389728098,51.48000000000001,100_to_120_percent,0,0
PRV024,27447,NC,2025-02,Commercial HMO,Fee Schedule,20,1709.5,1231.6,1144.48,1304.32,22889.6,26086.399999999998,0.944246810598626,-72.72000000000003,-0.05575318940137392,-1454.4000000000005,80_to_100_percent,0,0
PRV007,93000,FL,2025-08,Commercial HMO,Case Rate,24,33.81,26.99,23.99,21.24,575.76,509.76,1.2707156308851224,5.75,0.2707156308851224,138.0,above_120_percent,1,0
PRV006,J3490,VA,2024-03,Exchange,Case Rate,16,140.51,129.19,119.47,117.66,1911.52,1882.56,1.09799422063573,11.530000000000001,0.09799422063573009,184.48000000000002,100_to_120_percent,0,0
PRV044,A0429,MD,2024-05,Exchange,Case Rate,20,580.76,381.74,349.83,294.16,6996.599999999999,5883.200000000001,1.2977291270057112,87.57999999999998,0.2977291270057111,1751.5999999999997,above_120_percent,1,0
PRV005,99214,PA,2025-08,Commercial PPO,Percent of Medicare,100,264.04,130.08,117.46,122.99,11746.0,12299.0,1.0576469631677374,7.090000000000018,0.05764696316773736,709.0000000000018,100_to_120_percent,0,0
