flag_type,provider_id,hcpcs_code,state,month,service_category,benchmark_band,utilization_count,contract_to_medicare_ratio,dollar_variance,total_financial_variance
Overpayment,PRV051,99213,VA,2024-12,Professional,above_120_percent,96,1.3935937879155544,32.44,3114.24
Overpayment,PRV044,A0429,MD,2025-01,Emergency,above_120_percent,21,1.5138807056458603,148.27000000000004,3113.670000000001
Overpayment,PRV041,27447,NC,2025-07,Surgery,above_120_percent,13,1.2053465754129573,239.43000000000006,3112.590000000001
Overpayment,PRV016,99214,PA,2024-04,Professional,above_120_percent,86,1.274389318768017,36.170000000000016,3110.6200000000013
Overpayment,PRV030,45378,NC,2024-12,Outpatient,above_120_percent,24,1.3292094299359822,129.59000000000003,3110.1600000000008
Overpayment,PRV050,99213,NC,2025-09,Professional,above_120_percent,94,1.3392124692370795,33.08,3109.52
Overpayment,PRV026,99214,NC,2025-03,Professional,above_120_percent,92,1.25633439538765,33.79000000000002,3108.680000000002
Overpayment,PRV057,45378,MD,2024-07,Outpatient,above_120_percent,21,1.3728651317446723,148.01999999999998,3108.4199999999996
Overpayment,PRV023,27447,MD,2025-08,Surgery,above_120_percent,10,1.2381854146221787,310.6700000000001,3106.7000000000007
Overpayment,PRV017,45378,VA,2024-03,Outpatient,above_120_percent,17,1.4599727945992242,182.60000000000002,3104.2000000000003
Overpayment,PRV021,99213,FL,2024-10,Professional,above_120_percent,96,1.416409067490984,32.33,3103.68
Overpayment,PRV023,45378,MD,2025-10,Outpatient,above_120_percent,21,1.37228575746889,147.78999999999996,3103.5899999999992
Overpayment,PRV006,99214,VA,2024-09,Professional,above_120_percent,106,1.2218934911242603,29.25,3100.5
Overpayment,PRV053,27447,NY,2025-08,Surgery,above_120_percent,13,1.2042573629050242,238.16000000000008,3096.080000000001
Overpayment,PRV023,99213,MD,2025-09,Professional,above_120_percent,96,1.3307013945857262,32.250000000000014,3096.0000000000014
Overpayment,PRV034,99213,PA,2025-12,Professional,above_120_percent,96,1.341893039049236,32.22,3093.12
Overpayment,PRV041,99213,NC,2024-02,Professional,above_120_percent,92,1.3398706025070763,33.61999999999999,3093.039999999999
Overpayment,PRV054,99213,PA,2025-03,Professional,above_120_percent,86,1.3635260816821673,35.959999999999994,3092.5599999999995
Overpayment,PRV057,99214,MD,2025-11,Professional,above_120_percent,96,1.2297268383139575,32.20999999999998,3092.159999999998
Overpayment,PRV007,99213,FL,2025-02,Professional,above_120_percent,136,1.2329778506972928,22.72,3089.92
Overpayment,PRV004,99214,FL,2024-04,Professional,above_120_percent,100,1.231496062992126,30.870000000000005,3087.0000000000005
Overpayment,PRV002,99213,NC,2025-07,Professional,above_120_percent,126,1.2970152875515653,24.480000000000004,3084.4800000000005
Overpayment,PRV021,45378,FL,2025-11,Outpatient,above_120_percent,21,1.3728787724824711,146.77999999999997,3082.379999999999
Overpayment,PRV034,99214,PA,2025-10,Professional,above_120_percent,116,1.201335153997876,26.54000000000002,3078.640000000002
Overpayment,PRV033,99214,FL,2024-09,Professional,100_to_120_percent,114,1.1910963267039423,27.0,3078.0
Overpayment,PRV017,70551,VA,2025-07,Imaging,above_120_percent,23,1.5926698318320982,133.57,3072.1099999999997
Overpayment,PRV009,99214,MD,2025-05,Professional,above_120_percent,84,1.2608230511375793,36.56999999999999,3071.879999999999
Overpayment,PRV044,45378,MD,2024-07,Outpatient,above_120_percent,18,1.429968247568167,170.62000000000006,3071.160000000001
Overpayment,PRV033,A0429,FL,2025-11,Emergency,above_120_percent,23,1.4402335246388283,133.46999999999997,3069.8099999999995
Overpayment,PRV046,99214,NC,2024-06,Professional,above_120_percent,80,1.2877390326209224,38.370000000000005,3069.6000000000004
Overpayment,PRV031,45378,PA,2024-07,Outpatient,above_120_percent,22,1.3509717047628635,139.41999999999996,3067.239999999999
Overpayment,PRV028,99213,VA,2025-01,Professional,above_120_percent,100,1.3254456706281834,30.67,3067.0
Overpayment,PRV005,99213,PA,2024-09,Professional,above_120_percent,112,1.2765871411241407,27.36,3064.3199999999997
Overpayment,PRV057,99214,MD,2024-12,Professional,above_120_percent,90,1.2767704691438329,34.040000000000006,3063.6000000000004
Overpayment,PRV002,70551,NC,2025-09,Imaging,above_120_percent,19,1.6291858559050814,161.20999999999998,3062.99
Overpayment,PRV008,A0429,PA,2025-10,Emergency,above_120_percent,23,1.4526788142507479,133.15999999999997,3062.6799999999994
Overpayment,PRV043,45378,NC,2024-10,Outpatient,above_120_percent,19,1.406179124036087,161.18,3062.42
Overpayment,PRV009,99214,MD,2025-12,Professional,above_120_percent,100,1.232210590198756,30.610000000000014,3061.0000000000014
Overpayment,PRV006,99214,VA,2024-12,Professional,above_120_percent,116,1.2050365303901756,26.379999999999995,3060.0799999999995
Overpayment,PRV018,45378,VA,2025-10,Outpatient,above_120_percent,24,1.3056161461204727,127.50000000000006,3060.0000000000014
Overpayment,PRV030,45378,NC,2025-12,Outpatient,above_120_percent,19,1.4055619930475087,161.0,3059.0
Overpayment,PRV018,45378,VA,2024-01,Outpatient,above_120_percent,18,1.4274774547836162,169.69999999999993,3054.5999999999985
Overpayment,PRV018,45378,VA,2024-06,Outpatient,above_120_percent,18,1.4275994153520488,169.68,3054.2400000000002
Overpayment,PRV046,45378,NC,2024-01,Outpatient,above_120_percent,19,1.3851961935808623,160.7,3053.2999999999997
Overpayment,PRV030,45378,NC,2025-07,Outpatient,above_120_percent,19,1.4049191068998539,160.68,3052.92
Overpayment,PRV007,99214,FL,2024-10,Professional,above_120_percent,98,1.2421109902067464,31.150000000000006,3052.7000000000007
Overpayment,PRV004,45378,FL,2025-03,Outpatient,above_120_percent,23,1.3592243527245151,132.64,3050.72
Overpayment,PRV021,45378,FL,2024-03,Outpatient,above_120_percent,25,1.3065653005739601,121.77999999999997,3044.499999999999
Overpayment,PRV017,A0429,VA,2024-09,Emergency,above_120_percent,20,1.455285769887129,152.07,3041.3999999999996
Overpayment,PRV046,45378,NC,2024-10,Outpatient,above_120_percent,26,1.2944660047376644,116.84999999999997,3038.099999999999
Overpayment,PRV025,99214,NY,2024-11,Professional,above_120_percent,86,1.26464191976003,35.28999999999999,3034.939999999999
Overpayment,PRV005,45378,PA,2024-11,Outpatient,above_120_percent,22,1.3504217051112692,137.94000000000005,3034.680000000001
Overpayment,PRV008,99214,PA,2025-09,Professional,above_120_percent,86,1.2868525896414345,35.280000000000015,3034.0800000000013
Overpayment,PRV016,99214,PA,2024-04,Professional,above_120_percent,86,1.2867712822180666,35.269999999999996,3033.22
Overpayment,PRV032,45378,NC,2024-03,Outpatient,above_120_percent,24,1.302859608331935,126.34999999999997,3032.399999999999
Overpayment,PRV022,99213,PA,2024-02,Professional,above_120_percent,126,1.2432268499797816,24.060000000000002,3031.5600000000004
Overpayment,PRV021,45378,FL,2025-04,Outpatient,above_120_percent,22,1.372955259451847,137.70999999999998,3029.6199999999994
Overpayment,PRV004,A0429,FL,2024-08,Emergency,above_120_percent,17,1.6171282015734934,178.06,3027.02
Overpayment,PRV002,99214,NC,2024-04,Professional,above_120_percent,90,1.2520434945631798,33.610000000000014,3024.9000000000015
Overpayment,PRV046,99214,NC,2024-11,Professional,above_120_percent,84,1.2927880315472804,36.010000000000005,3024.8400000000006
Overpayment,PRV059,99213,VA,2025-11,Professional,above_120_percent,114,1.2720467596390483,26.53,3024.42
Overpayment,PRV017,99213,VA,2025-11,Professional,above_120_percent,88,1.352132895816243,34.34000000000002,3021.9200000000014
Overpayment,PRV035,99214,FL,2024-11,Professional,above_120_percent,88,1.2667495725167106,34.31999999999999,3020.1599999999994
Overpayment,PRV044,45378,MD,2025-06,Outpatient,above_120_percent,20,1.3802731717151355,150.90000000000003,3018.000000000001
Overpayment,PRV006,99213,VA,2024-11,Professional,above_120_percent,82,1.3717145167812372,36.769999999999996,3015.14
Overpayment,PRV018,45378,VA,2024-05,Outpatient,above_120_percent,23,1.3301677666381175,131.06999999999994,3014.6099999999988
Overpayment,PRV008,99214,PA,2024-02,Professional,100_to_120_percent,130,1.1800870511425463,23.170000000000016,3012.100000000002
Overpayment,PRV043,99213,NC,2024-06,Professional,above_120_percent,72,1.4289376538146021,41.83,3011.7599999999998
Overpayment,PRV028,99213,VA,2025-03,Professional,above_120_percent,82,1.376538146021329,36.72000000000001,3011.040000000001
Overpayment,PRV031,45378,PA,2024-06,Outpatient,above_120_percent,23,1.3298724862658133,130.90000000000003,3010.7000000000007
Overpayment,PRV018,A0429,VA,2024-03,Emergency,above_120_percent,21,1.4130578845765984,143.36,3010.5600000000004
Overpayment,PRV046,45378,NC,2025-10,Outpatient,above_120_percent,20,1.4075939768172463,150.5,3010.0
Overpayment,PRV046,99214,NC,2025-01,Professional,above_120_percent,88,1.2439198345339133,34.19999999999999,3009.599999999999
Overpayment,PRV021,A0429,FL,2025-10,Emergency,above_120_percent,20,1.521332270474474,150.42000000000002,3008.4000000000005
Overpayment,PRV043,99213,NC,2025-05,Professional,above_120_percent,104,1.2922563687828548,28.909999999999997,3006.6399999999994
Overpayment,PRV002,45378,NC,2025-07,Outpatient,above_120_percent,19,1.3791797502337064,158.19,3005.61
Overpayment,PRV032,99214,NC,2025-02,Professional,above_120_percent,90,1.2503937007874018,33.390000000000015,3005.1000000000013
Overpayment,PRV043,45378,NC,2025-03,Outpatient,above_120_percent,21,1.3605413033617257,143.07,3004.47
Overpayment,PRV005,99214,PA,2025-10,Professional,above_120_percent,78,1.272489206596362,38.5,3003.0
Overpayment,PRV018,99214,VA,2024-11,Professional,above_120_percent,90,1.2709163346613546,33.32000000000001,2998.8000000000006
Overpayment,PRV032,99214,NC,2024-10,Professional,above_120_percent,86,1.2644515248065544,34.860000000000014,2997.960000000001
Overpayment,PRV032,99214,NC,2024-05,Professional,above_120_percent,98,1.2293963254593177,30.590000000000003,2997.82
Overpayment,PRV012,99214,VA,2025-01,Professional,above_120_percent,110,1.211798538784393,27.25,2997.5
Overpayment,PRV044,45378,MD,2025-03,Outpatient,above_120_percent,21,1.3594072879391161,142.62000000000006,2995.0200000000013
Overpayment,PRV004,A0429,FL,2025-05,Emergency,above_120_percent,21,1.4941947111218938,142.59000000000003,2994.390000000001
Overpayment,PRV059,99214,VA,2025-03,Professional,above_120_percent,98,1.2483941783884869,30.549999999999997,2993.8999999999996
Overpayment,PRV017,99213,VA,2024-06,Professional,above_120_percent,84,1.4586553323029365,35.61,2991.24
Overpayment,PRV043,70551,NC,2024-09,Imaging,above_120_percent,19,1.7161128812016386,157.32999999999998,2989.2699999999995
Overpayment,PRV046,99213,NC,2025-02,Professional,above_120_percent,82,1.442247027420529,36.45,2988.9
Overpayment,PRV041,99214,NC,2025-09,Professional,above_120_percent,90,1.2696154158874706,33.16000000000001,2984.400000000001
Overpayment,PRV002,99214,NC,2024-02,Professional,above_120_percent,90,1.2696154158874706,33.16000000000001,2984.400000000001
Overpayment,PRV041,45378,NC,2025-11,Outpatient,above_120_percent,20,1.3758375736812936,149.19999999999993,2983.9999999999986
Overpayment,PRV004,A0429,FL,2024-05,Emergency,above_120_percent,23,1.4409165080228445,129.7,2983.1
Overpayment,PRV017,A0429,VA,2024-08,Emergency,above_120_percent,17,1.5054599936612212,175.43,2982.31
Overpayment,PRV044,99214,MD,2024-03,Professional,above_120_percent,76,1.3190503292950646,39.239999999999995,2982.24
Overpayment,PRV017,45378,VA,2025-01,Outpatient,above_120_percent,14,1.576833495829271,212.99,2981.86
Overpayment,PRV016,99213,PA,2024-10,Professional,above_120_percent,114,1.2772707979626488,26.13000000000001,2978.820000000001
Overpayment,PRV032,45378,NC,2025-07,Outpatient,above_120_percent,18,1.4164860642104733,165.27000000000004,2974.8600000000006
Overpayment,PRV031,99214,PA,2024-10,Professional,above_120_percent,90,1.250493096646943,33.02000000000001,2971.800000000001
Overpayment,PRV046,A0429,NC,2025-02,Emergency,above_120_percent,20,1.5049972803916234,148.54999999999995,2970.999999999999
Overpayment,PRV008,45378,PA,2024-09,Outpatient,above_120_percent,20,1.3740742606680436,148.5,2970.0
Overpayment,PRV051,45378,VA,2025-09,Outpatient,above_120_percent,18,1.4467554977792223,164.96000000000004,2969.2800000000007
Overpayment,PRV004,45378,FL,2024-07,Outpatient,above_120_percent,25,1.321633625826021,118.75999999999999,2969.0
Overpayment,PRV017,A0429,VA,2025-06,Emergency,above_120_percent,17,1.5935205330432416,174.58999999999997,2968.0299999999997
Overpayment,PRV044,A0429,MD,2024-02,Emergency,above_120_percent,23,1.3717405710663555,129.01999999999998,2967.4599999999996
Overpayment,PRV017,99213,VA,2025-04,Professional,above_120_percent,88,1.3407804286291953,33.709999999999994,2966.4799999999996
Overpayment,PRV008,99213,PA,2025-03,Professional,above_120_percent,94,1.3347835314091683,31.55000000000001,2965.700000000001
Overpayment,PRV044,99214,MD,2024-12,Professional,above_120_percent,62,1.3586051743532057,47.81999999999999,2964.8399999999997
Overpayment,PRV021,99213,FL,2024-10,Professional,above_120_percent,86,1.4182237321038582,34.47,2964.42
Overpayment,PRV004,99213,FL,2025-08,Professional,above_120_percent,56,1.627267338470658,52.91,2962.96
Overpayment,PRV043,99213,NC,2025-02,Professional,above_120_percent,90,1.4240082431736218,32.92,2962.8
Overpayment,PRV043,70551,NC,2025-07,Imaging,above_120_percent,21,1.5719441966096195,141.03,2961.63
Overpayment,PRV033,99214,FL,2025-09,Professional,above_120_percent,72,1.293345695742101,41.129999999999995,2961.3599999999997
Overpayment,PRV031,99213,PA,2025-03,Professional,above_120_percent,94,1.3342529711375213,31.5,2961.0
Overpayment,PRV005,99214,PA,2024-10,Professional,above_120_percent,96,1.219955780614792,30.840000000000003,2960.6400000000003
Overpayment,PRV016,45378,PA,2024-09,Outpatient,above_120_percent,23,1.3484996208428122,128.68,2959.6400000000003
Overpayment,PRV023,45378,MD,2025-06,Outpatient,above_120_percent,20,1.3727382692404617,147.91000000000003,2958.2000000000007
Overpayment,PRV004,A0429,FL,2024-03,Emergency,above_120_percent,26,1.3866603209137882,113.73999999999995,2957.239999999999
Overpayment,PRV044,A0429,MD,2024-07,Emergency,above_120_percent,18,1.4731610337972167,164.22000000000003,2955.9600000000005
Overpayment,PRV043,99213,NC,2025-08,Professional,above_120_percent,90,1.3366488925348647,32.83,2954.7
Overpayment,PRV002,70551,NC,2025-03,Imaging,above_120_percent,26,1.4998240675580576,113.63999999999999,2954.6399999999994
Overpayment,PRV043,A0429,NC,2024-06,Emergency,above_120_percent,25,1.408033826638478,117.73000000000002,2943.2500000000005
Overpayment,PRV023,99213,MD,2024-09,Professional,above_120_percent,116,1.326764554353426,25.370000000000005,2942.9200000000005
Overpayment,PRV018,99214,VA,2025-09,Professional,above_120_percent,84,1.2657411621908663,35.03,2942.52
Overpayment,PRV002,99214,NC,2025-01,Professional,above_120_percent,100,1.2098281149704015,29.419999999999987,2941.9999999999986
Overpayment,PRV057,45378,MD,2025-05,Outpatient,above_120_percent,21,1.335482633811932,139.95999999999998,2939.1599999999994
Overpayment,PRV020,99214,NC,2025-02,Professional,100_to_120_percent,116,1.1792058885979193,25.32000000000002,2937.1200000000026
Overpayment,PRV044,45378,MD,2024-06,Outpatient,above_120_percent,17,1.4677174737298235,172.70000000000005,2935.9000000000005
Overpayment,PRV023,45378,MD,2025-04,Outpatient,above_120_percent,19,1.3893452950960135,154.50000000000006,2935.500000000001
Overpayment,PRV043,70551,NC,2024-06,Imaging,above_120_percent,27,1.3949720264477223,108.72000000000003,2935.4400000000005
Overpayment,PRV008,A0429,PA,2025-02,Emergency,above_120_percent,20,1.4392682853806773,146.72000000000003,2934.4000000000005
Overpayment,PRV044,45378,MD,2025-10,Outpatient,above_120_percent,15,1.468779213308085,195.57,2933.5499999999997
Overpayment,PRV026,99214,NC,2025-10,Professional,above_120_percent,98,1.2270520406615082,29.930000000000007,2933.140000000001
Overpayment,PRV016,99213,PA,2025-07,Professional,above_120_percent,92,1.3220784472300848,31.86,2931.12
Overpayment,PRV004,A0429,FL,2025-08,Emergency,above_120_percent,18,1.4688967643414874,162.74,2929.32
Overpayment,PRV007,70551,FL,2024-11,Imaging,above_120_percent,29,1.3669621448812033,101.00999999999999,2929.29
Overpayment,PRV054,99214,PA,2025-04,Professional,above_120_percent,98,1.232317736670294,29.890000000000015,2929.2200000000016
Overpayment,PRV002,99214,NC,2024-02,Professional,above_120_percent,100,1.22212107419208,29.28,2928.0
Overpayment,PRV043,99213,NC,2024-09,Professional,above_120_percent,88,1.3529286926994908,33.260000000000005,2926.8800000000006
Overpayment,PRV020,99214,NC,2025-09,Professional,above_120_percent,82,1.2526010333356925,35.69,2926.58
Overpayment,PRV041,99213,NC,2024-09,Professional,above_120_percent,98,1.3616840572676534,29.810000000000002,2921.38
Overpayment,PRV002,99213,NC,2024-07,Professional,above_120_percent,90,1.3280428629195309,32.45,2920.5000000000005
Overpayment,PRV043,A0429,NC,2024-04,Emergency,above_120_percent,21,1.4004667646296136,138.99,2918.79
Overpayment,PRV032,99214,NC,2025-07,Professional,above_120_percent,82,1.2893731197658347,35.59000000000002,2918.3800000000015
Overpayment,PRV005,99214,PA,2025-10,Professional,above_120_percent,84,1.2824619887795756,34.739999999999995,2918.1599999999994
Overpayment,PRV022,99214,PA,2025-07,Professional,100_to_120_percent,116,1.1793024748591399,25.139999999999986,2916.2399999999984
Overpayment,PRV007,99214,FL,2024-12,Professional,above_120_percent,74,1.2985889849795176,39.360000000000014,2912.6400000000012
Overpayment,PRV004,A0429,FL,2025-09,Emergency,above_120_percent,17,1.5127092003233436,171.25,2911.25
Overpayment,PRV053,99213,NY,2025-08,Professional,above_120_percent,102,1.3028438030560272,28.540000000000006,2911.080000000001
Overpayment,PRV032,45378,NC,2024-04,Outpatient,above_120_percent,20,1.3663528345584532,145.52999999999997,2910.5999999999995
Overpayment,PRV004,A0429,FL,2025-07,Emergency,above_120_percent,19,1.4411213876163311,153.10000000000002,2908.9000000000005
Overpayment,PRV053,27447,NY,2024-09,Surgery,above_120_percent,10,1.222920755642787,290.76,2907.6
Overpayment,PRV030,99213,NC,2024-10,Professional,above_120_percent,112,1.2754668930390494,25.960000000000008,2907.520000000001
Overpayment,PRV032,45378,NC,2025-08,Outpatient,above_120_percent,25,1.2949903465095012,116.12,2903.0
Overpayment,PRV057,45378,MD,2024-07,Outpatient,above_120_percent,22,1.3323673201955548,131.89000000000004,2901.580000000001
Overpayment,PRV017,A0429,VA,2024-07,Emergency,above_120_percent,20,1.4784286562438156,145.05,2901.0
Overpayment,PRV030,99214,NC,2025-12,Professional,above_120_percent,100,1.2068326082305114,29.0,2900.0
Overpayment,PRV059,99214,VA,2025-02,Professional,100_to_120_percent,112,1.1845802724484702,25.879999999999995,2898.5599999999995
Overpayment,PRV004,A0429,FL,2025-11,Emergency,above_120_percent,20,1.4779998680651758,144.92000000000002,2898.4000000000005
Overpayment,PRV020,99214,NC,2024-08,Professional,100_to_120_percent,106,1.193502724892066,27.340000000000003,2898.0400000000004
Overpayment,PRV002,99214,NC,2025-02,Professional,above_120_percent,72,1.3128400435255714,40.25,2898.0
Overpayment,PRV007,99213,FL,2024-10,Professional,above_120_percent,104,1.3588356517259144,27.86,2897.44
Overpayment,PRV006,99214,VA,2024-10,Professional,above_120_percent,86,1.2525684289463819,33.68000000000001,2896.4800000000005
Overpayment,PRV054,45378,PA,2025-10,Outpatient,above_120_percent,19,1.3841036238092839,152.42000000000002,2895.9800000000005
Overpayment,PRV004,45378,FL,2024-01,Outpatient,above_120_percent,19,1.383873242984533,152.39,2895.41
Overpayment,PRV002,45378,NC,2025-06,Outpatient,above_120_percent,18,1.3844051870850211,160.36999999999995,2886.659999999999
Overpayment,PRV046,A0429,NC,2025-07,Emergency,above_120_percent,20,1.4158527098279885,144.32999999999998,2886.5999999999995
Overpayment,PRV021,99214,FL,2025-08,Professional,above_120_percent,78,1.2774653168353955,37.0,2886.0
Overpayment,PRV041,45378,NC,2025-12,Outpatient,above_120_percent,24,1.3028364149327423,120.22000000000003,2885.2800000000007
Overpayment,PRV018,99213,VA,2025-10,Professional,above_120_percent,106,1.3225844694724365,27.210000000000008,2884.2600000000007
Overpayment,PRV008,99214,PA,2025-01,Professional,above_120_percent,88,1.2456692913385827,32.76000000000002,2882.880000000002
Overpayment,PRV044,45378,MD,2025-02,Outpatient,above_120_percent,12,1.5756369999280904,240.15000000000003,2881.8
Overpayment,PRV017,99214,VA,2024-01,Professional,above_120_percent,96,1.2330172547800404,29.97999999999999,2878.079999999999
Overpayment,PRV044,99213,MD,2025-07,Professional,above_120_percent,94,1.371390439213783,30.61,2877.34
Overpayment,PRV002,99214,NC,2025-10,Professional,above_120_percent,92,1.243043681019742,31.27000000000001,2876.840000000001
Overpayment,PRV007,99213,FL,2025-05,Professional,above_120_percent,106,1.348918083462133,27.090000000000003,2871.5400000000004
Overpayment,PRV002,99214,NC,2024-12,Professional,above_120_percent,88,1.2308726732252815,32.620000000000005,2870.5600000000004
Overpayment,PRV059,A0429,VA,2025-07,Emergency,above_120_percent,26,1.330499086853687,110.38999999999999,2870.1399999999994
Overpayment,PRV004,99213,FL,2025-01,Professional,above_120_percent,68,1.4326292042657918,42.19000000000001,2868.920000000001
Overpayment,PRV020,99214,NC,2024-07,Professional,above_120_percent,100,1.2029867648099655,28.680000000000007,2868.000000000001
Overpayment,PRV002,45378,NC,2025-11,Outpatient,above_120_percent,24,1.3006148883624817,119.29000000000002,2862.9600000000005
Overpayment,PRV031,99213,PA,2025-06,Professional,above_120_percent,84,1.41349187090512,34.08,2862.72
Overpayment,PRV034,99214,PA,2024-05,Professional,above_120_percent,80,1.2683164604424446,35.78,2862.4
Overpayment,PRV021,99213,FL,2025-02,Professional,above_120_percent,124,1.2796651298228585,23.049999999999997,2858.2
Overpayment,PRV004,70551,FL,2024-10,Imaging,above_120_percent,22,1.5713845883180857,129.90999999999997,2858.0199999999995
Overpayment,PRV017,70551,VA,2025-10,Imaging,above_120_percent,17,1.6815637926839158,168.05999999999997,2857.0199999999995
Overpayment,PRV046,70551,NC,2025-06,Imaging,above_120_percent,23,1.451209765312795,124.19999999999999,2856.6
Overpayment,PRV051,99214,VA,2024-09,Professional,above_120_percent,88,1.2461690183583676,32.45000000000002,2855.6000000000013
Overpayment,PRV057,27447,MD,2025-12,Surgery,above_120_percent,12,1.2037086206158196,237.84000000000015,2854.0800000000017
Overpayment,PRV057,A0429,MD,2025-09,Emergency,above_120_percent,33,1.285111155089386,86.44,2852.52
Overpayment,PRV007,45378,FL,2024-09,Outpatient,above_120_percent,25,1.2732088496847958,113.97999999999996,2849.499999999999
Overpayment,PRV025,99214,NY,2024-04,Professional,100_to_120_percent,110,1.1832401443838914,25.890000000000015,2847.9000000000015
Overpayment,PRV053,99214,NY,2024-09,Professional,above_120_percent,84,1.2399320546393942,33.900000000000006,2847.6000000000004
Overpayment,PRV002,45378,NC,2025-03,Outpatient,above_120_percent,18,1.3791797502337064,158.19,2847.42
Overpayment,PRV004,99213,FL,2024-05,Professional,above_120_percent,106,1.3184350918790753,26.86,2847.16
Overpayment,PRV033,99213,FL,2025-02,Professional,above_120_percent,102,1.2961587436332769,27.91000000000001,2846.820000000001
Overpayment,PRV028,A0429,VA,2025-09,Emergency,above_120_percent,16,1.5126343388941712,177.92000000000002,2846.7200000000003
Overpayment,PRV021,99214,FL,2024-09,Professional,above_120_percent,90,1.2255188645603023,31.620000000000005,2845.8
Overpayment,PRV041,45378,NC,2024-08,Outpatient,above_120_percent,15,1.481683771974393,189.61,2844.15
Overpayment,PRV005,99214,PA,2024-09,Professional,above_120_percent,100,1.2028385992439912,28.439999999999998,2844.0
Overpayment,PRV007,99213,FL,2025-12,Professional,above_120_percent,82,1.446676970633694,34.67999999999999,2843.7599999999993
Overpayment,PRV032,45378,NC,2025-05,Outpatient,above_120_percent,16,1.4258251635945254,177.65000000000003,2842.4000000000005
Overpayment,PRV046,99214,NC,2025-07,Professional,above_120_percent,90,1.2252335782041222,31.579999999999984,2842.1999999999985
Overpayment,PRV031,99213,PA,2024-09,Professional,above_120_percent,98,1.3735188047398248,29.0,2842.0
Overpayment,PRV044,A0429,MD,2025-02,Emergency,above_120_percent,22,1.3866950091314632,129.16000000000003,2841.5200000000004
Overpayment,PRV018,99213,VA,2025-10,Professional,above_120_percent,98,1.307618845500849,28.99000000000001,2841.020000000001
Overpayment,PRV051,99213,VA,2025-01,Professional,above_120_percent,76,1.4431535269709546,37.38000000000001,2840.8800000000006
Overpayment,PRV023,45378,MD,2024-02,Outpatient,above_120_percent,27,1.2647266136340751,105.15999999999997,2839.3199999999993
Overpayment,PRV008,45378,PA,2025-01,Outpatient,above_120_percent,18,1.4271205719857005,157.71000000000004,2838.7800000000007
Overpayment,PRV060,99214,MD,2025-10,Professional,above_120_percent,86,1.2353612438485129,33.0,2838.0
Overpayment,PRV057,99214,MD,2024-03,Professional,above_120_percent,82,1.2624791382187832,34.599999999999994,2837.1999999999994
Overpayment,PRV018,99214,VA,2025-06,Professional,above_120_percent,88,1.2281831693679666,32.24000000000001,2837.120000000001
Overpayment,PRV004,A0429,FL,2024-06,Emergency,above_120_percent,22,1.4468512806293974,128.93,2836.46
Overpayment,PRV033,A0429,FL,2025-03,Emergency,above_120_percent,22,1.371250756331576,128.85000000000002,2834.7000000000007
Overpayment,PRV004,A0429,FL,2024-05,Emergency,above_120_percent,21,1.458322001631765,134.82,2831.22
Overpayment,PRV033,99214,FL,2024-11,Professional,above_120_percent,92,1.2334243665604614,30.77000000000001,2830.840000000001
Overpayment,PRV004,99213,FL,2025-02,Professional,above_120_percent,92,1.3106550748079255,30.730000000000004,2827.1600000000003
Overpayment,PRV021,99213,FL,2024-02,Professional,above_120_percent,106,1.3160640189685835,26.66000000000001,2825.960000000001
Overpayment,PRV044,99213,MD,2024-11,Professional,above_120_percent,92,1.3640782454060463,30.710000000000008,2825.3200000000006
Overpayment,PRV060,99214,MD,2025-11,Professional,above_120_percent,72,1.2776558850590984,39.23000000000002,2824.5600000000013
Overpayment,PRV017,70551,VA,2025-08,Imaging,above_120_percent,20,1.5129332267674198,141.19,2823.8
Overpayment,PRV044,99214,MD,2024-01,Professional,above_120_percent,74,1.2697997027390473,38.120000000000005,2820.88
Overpayment,PRV051,99213,VA,2025-09,Professional,above_120_percent,80,1.374151103565365,35.260000000000005,2820.8
Overpayment,PRV043,A0429,NC,2025-10,Emergency,above_120_percent,20,1.472664499044682,141.01,2820.2
Overpayment,PRV033,45378,FL,2025-04,Outpatient,above_120_percent,21,1.337856207834055,134.21000000000004,2818.4100000000008
Overpayment,PRV002,45378,NC,2025-12,Outpatient,above_120_percent,27,1.265039122040443,104.33000000000004,2816.910000000001
Overpayment,PRV059,99214,VA,2024-05,Professional,above_120_percent,94,1.2136794807788316,29.95999999999998,2816.239999999998
Overpayment,PRV051,99214,VA,2024-06,Professional,above_120_percent,108,1.2119684527197334,26.070000000000007,2815.560000000001
Overpayment,PRV021,99214,FL,2024-07,Professional,above_120_percent,66,1.3041152556878965,42.639999999999986,2814.239999999999
Overpayment,PRV006,99214,VA,2025-01,Professional,above_120_percent,96,1.227809731074149,29.310000000000002,2813.76
Overpayment,PRV060,99214,MD,2025-01,Professional,100_to_120_percent,116,1.1729548534341345,24.25,2813.0
Overpayment,PRV033,45378,FL,2024-09,Outpatient,above_120_percent,18,1.3936218449292155,156.26,2812.68
Overpayment,PRV043,45378,NC,2025-02,Outpatient,above_120_percent,19,1.3722183063135636,147.86,2809.34
Overpayment,PRV022,99214,PA,2025-08,Professional,above_120_percent,82,1.266283227110213,34.25999999999999,2809.3199999999993
Overpayment,PRV033,99214,FL,2025-04,Professional,above_120_percent,62,1.3231581199629128,45.31,2809.2200000000003
Overpayment,PRV043,99213,NC,2025-10,Professional,above_120_percent,80,1.4520865533230294,35.099999999999994,2807.9999999999995
