provider_id,provider_name,provider_type,state,locality,hcpcs_code,service_description,service_category,contract_allowed_amount,contract_paid_amount,billed_amount,utilization_count,effective_date,contract_type,payer_product,medicare_benchmark_amount,benchmark_source,service_month,contract_total_paid,medicare_total_benchmark,contract_to_medicare_ratio,dollar_variance,percent_variance,total_financial_variance,over_benchmark_flag,under_benchmark_flag,benchmark_band
PRV056,Provider Network 56,Physician Group,NY,NY Locality,99213,Office/outpatient established visit,Professional,70.6,63.48,82.51,92,2025-08-01,Negotiated Commercial,Commercial HMO,98.92,simulated_cms_style_fee_schedule,2025-08-01,5840.16,9100.64,0.7137080469065911,-28.320000000000007,-0.2862919530934089,-2605.4400000000005,0,1,below_80_percent_of_medicare
PRV015,Provider Network 15,Imaging Center,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,92.0,89.04,166.82,84,2025-04-01,Percent of Medicare,Medicare Advantage,122.99,simulated_cms_style_fee_schedule,2025-04-01,7479.360000000001,10331.16,0.748028294983332,-30.989999999999995,-0.251971705016668,-2603.1599999999994,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,99214,Office/outpatient established visit high complexity,Professional,106.86,100.58,167.88,78,2024-05-01,Percent of Medicare,Commercial HMO,140.21,simulated_cms_style_fee_schedule,2024-05-01,7845.24,10936.380000000001,0.7621425005349118,-33.35000000000001,-0.23785749946508813,-2601.3000000000006,0,1,below_80_percent_of_medicare
PRV056,Provider Network 56,Physician Group,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,110.72,107.71,174.47,88,2024-08-01,Case Rate,Commercial PPO,140.21,simulated_cms_style_fee_schedule,2024-08-01,9478.48,12338.480000000001,0.7896726339062834,-29.49000000000001,-0.21032736609371663,-2595.120000000001,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99213,Office/outpatient established visit,Professional,55.46,52.01,115.43,96,2024-12-01,Case Rate,Commercial PPO,82.42,simulated_cms_style_fee_schedule,2024-12-01,4992.96,7912.32,0.6728949284154332,-26.96,-0.32710507158456686,-2588.16,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,306.23,274.62,356.38,23,2024-11-01,Case Rate,Commercial PPO,417.19,simulated_cms_style_fee_schedule,2024-11-01,6316.26,9595.37,0.734030058246842,-110.95999999999998,-0.26596994175315797,-2552.0799999999995,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99213,Office/outpatient established visit,Professional,69.26,65.96,124.93,90,2024-10-01,Percent of Medicare,Commercial HMO,97.52,simulated_cms_style_fee_schedule,2024-10-01,5936.4,8776.8,0.7102132895816243,-28.25999999999999,-0.2897867104183756,-2543.399999999999,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,99214,Office/outpatient established visit high complexity,Professional,116.36,115.49,188.22,102,2025-12-01,Percent of Medicare,Medicare Advantage,141.29,simulated_cms_style_fee_schedule,2025-12-01,11779.98,14411.58,0.8235543916766934,-24.929999999999993,-0.17644560832330664,-2542.859999999999,0,0,80_to_100_percent
PRV052,Provider Network 52,Physician Group,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,118.62,114.14,200.93,112,2024-04-01,Fee Schedule,Commercial HMO,141.29,simulated_cms_style_fee_schedule,2024-04-01,12783.68,15824.48,0.8395498619859864,-22.669999999999987,-0.16045013801401364,-2539.0399999999986,0,0,80_to_100_percent
PRV052,Provider Network 52,Physician Group,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,117.14,114.14,177.2,110,2024-01-01,Fee Schedule,Medicare Advantage,140.21,simulated_cms_style_fee_schedule,2024-01-01,12555.4,15423.1,0.8354610940731759,-23.070000000000007,-0.1645389059268241,-2537.7000000000007,0,0,80_to_100_percent
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,103.91,99.59,124.03,86,2025-04-01,Negotiated Commercial,Medicare Advantage,133.35,simulated_cms_style_fee_schedule,2025-04-01,8564.74,11468.1,0.7792275965504312,-29.439999999999998,-0.2207724034495688,-2531.8399999999997,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,45378,Diagnostic colonoscopy,Outpatient,306.46,288.13,476.15,28,2025-12-01,Fee Schedule,Medicare Advantage,396.82,simulated_cms_style_fee_schedule,2025-12-01,8067.639999999999,11110.96,0.7722897031399627,-90.36000000000001,-0.22771029686003733,-2530.0800000000004,0,1,below_80_percent_of_medicare
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,111.19,100.76,200.12,114,2025-08-01,Negotiated Commercial,Commercial PPO,133.35,simulated_cms_style_fee_schedule,2025-08-01,11486.640000000001,15201.9,0.8338207724034495,-22.159999999999997,-0.1661792275965504,-2526.24,0,0,80_to_100_percent
PRV052,Provider Network 52,Physician Group,NC,NC Locality,99213,Office/outpatient established visit,Professional,71.33,67.15,117.44,96,2025-04-01,Percent of Medicare,Commercial PPO,97.52,simulated_cms_style_fee_schedule,2025-04-01,6446.400000000001,9361.92,0.7314397046759639,-26.189999999999998,-0.2685602953240361,-2514.24,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,99214,Office/outpatient established visit high complexity,Professional,105.43,90.81,145.29,90,2024-10-01,Fee Schedule,Commercial HMO,133.35,simulated_cms_style_fee_schedule,2024-10-01,8172.900000000001,12001.5,0.790626171728534,-27.919999999999987,-0.20937382827146597,-2512.799999999999,0,1,below_80_percent_of_medicare
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,113.38,109.27,120.69,90,2025-01-01,Fee Schedule,Medicare Advantage,141.29,simulated_cms_style_fee_schedule,2025-01-01,9834.3,12716.099999999999,0.802463019321962,-27.909999999999997,-0.19753698067803807,-2511.8999999999996,0,0,80_to_100_percent
PRV056,Provider Network 56,Physician Group,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,106.06,106.06,194.51,92,2025-04-01,Negotiated Commercial,Exchange,133.35,simulated_cms_style_fee_schedule,2025-04-01,9757.52,12268.199999999999,0.7953505811773529,-27.289999999999992,-0.20464941882264712,-2510.6799999999994,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,116.7,104.14,188.84,102,2025-03-01,Percent of Medicare,Medicare Advantage,141.29,simulated_cms_style_fee_schedule,2025-03-01,10622.28,14411.58,0.8259607898648171,-24.58999999999999,-0.1740392101351829,-2508.179999999999,0,0,80_to_100_percent
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99213,Office/outpatient established visit,Professional,72.27,69.91,100.74,94,2025-11-01,Negotiated Commercial,Exchange,98.92,simulated_cms_style_fee_schedule,2025-11-01,6571.54,9298.48,0.7305903760614637,-26.650000000000006,-0.26940962393853624,-2505.1000000000004,0,1,below_80_percent_of_medicare
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,92.47,83.15,153.29,82,2024-02-01,Negotiated Commercial,Commercial PPO,122.99,simulated_cms_style_fee_schedule,2024-02-01,6818.3,10085.18,0.7518497438816164,-30.519999999999996,-0.2481502561183836,-2502.64,0,1,below_80_percent_of_medicare
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,45378,Diagnostic colonoscopy,Outpatient,265.59,246.83,342.0,19,2024-06-01,Percent of Medicare,Exchange,396.82,simulated_cms_style_fee_schedule,2024-06-01,4689.77,7539.58,0.669295902424273,-131.23000000000002,-0.3307040975757271,-2493.3700000000003,0,1,below_80_percent_of_medicare
PRV038,Provider Network 38,Lab,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,115.86,97.65,221.59,98,2025-11-01,Fee Schedule,Commercial HMO,141.29,simulated_cms_style_fee_schedule,2025-11-01,9569.7,13846.42,0.8200155708118055,-25.429999999999993,-0.17998442918819446,-2492.1399999999994,0,0,80_to_100_percent
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,99213,Office/outpatient established visit,Professional,72.49,61.4,108.93,94,2024-11-01,Case Rate,Medicare Advantage,98.92,simulated_cms_style_fee_schedule,2024-11-01,5771.599999999999,9298.48,0.7328143954710877,-26.430000000000007,-0.2671856045289123,-2484.4200000000005,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,290.54,251.84,487.58,24,2024-06-01,Negotiated Commercial,Commercial HMO,393.64,simulated_cms_style_fee_schedule,2024-06-01,6044.16,9447.36,0.7380855604105274,-103.09999999999997,-0.2619144395894725,-2474.399999999999,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,45378,Diagnostic colonoscopy,Outpatient,279.56,256.07,356.82,21,2024-07-01,Negotiated Commercial,Exchange,397.24,simulated_cms_style_fee_schedule,2024-07-01,5377.47,8342.04,0.7037559158191521,-117.68,-0.29624408418084786,-2471.28,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,99.98,99.08,145.7,74,2024-06-01,Negotiated Commercial,Medicare Advantage,133.35,simulated_cms_style_fee_schedule,2024-06-01,7331.92,9867.9,0.7497562804649419,-33.36999999999999,-0.25024371953505803,-2469.379999999999,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,111.91,97.5,207.67,84,2024-06-01,Case Rate,Exchange,141.29,simulated_cms_style_fee_schedule,2024-06-01,8190.0,11868.359999999999,0.7920588859791917,-29.379999999999995,-0.20794111402080825,-2467.9199999999996,0,1,below_80_percent_of_medicare
PRV015,Provider Network 15,Imaging Center,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,116.5,107.97,177.66,104,2024-07-01,Negotiated Commercial,Commercial PPO,140.21,simulated_cms_style_fee_schedule,2024-07-01,11228.88,14581.84,0.8308965123742956,-23.710000000000008,-0.16910348762570435,-2465.840000000001,0,0,80_to_100_percent
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,98.75,98.75,166.61,82,2025-03-01,Case Rate,Commercial HMO,128.66,simulated_cms_style_fee_schedule,2025-03-01,8097.5,10550.119999999999,0.7675268148608736,-29.909999999999997,-0.23247318513912635,-2452.62,0,1,below_80_percent_of_medicare
PRV056,Provider Network 56,Physician Group,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,95.14,93.09,141.57,88,2025-03-01,Case Rate,Exchange,122.99,simulated_cms_style_fee_schedule,2025-03-01,8191.92,10823.119999999999,0.7735588259208066,-27.849999999999994,-0.2264411740791934,-2450.7999999999993,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,101.47,90.55,163.46,90,2025-01-01,Negotiated Commercial,Commercial PPO,128.66,simulated_cms_style_fee_schedule,2025-01-01,8149.5,11579.4,0.7886678066221048,-27.189999999999998,-0.21133219337789522,-2447.1,0,1,below_80_percent_of_medicare
PRV055,Provider Network 55,Ambulatory Surgery,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,100.34,88.63,155.67,108,2024-07-01,Negotiated Commercial,Commercial HMO,122.99,simulated_cms_style_fee_schedule,2024-07-01,9572.039999999999,13282.92,0.8158386860720385,-22.64999999999999,-0.18416131392796156,-2446.199999999999,0,0,80_to_100_percent
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,96.99,88.62,170.57,94,2024-12-01,Fee Schedule,Commercial PPO,122.99,simulated_cms_style_fee_schedule,2024-12-01,8330.28,11561.06,0.7886006992438409,-26.0,-0.21139930075615904,-2444.0,0,1,below_80_percent_of_medicare
PRV009,Provider Network 09,Hospital Outpatient,MD,MD Locality,99214,Office/outpatient established visit high complexity,Professional,97.0,83.68,162.27,94,2024-12-01,Case Rate,Commercial HMO,122.99,simulated_cms_style_fee_schedule,2024-12-01,7865.920000000001,11561.06,0.7886820066672088,-25.989999999999995,-0.21131799333279125,-2443.0599999999995,0,1,below_80_percent_of_medicare
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,106.23,98.2,128.14,90,2024-04-01,Case Rate,Exchange,133.35,simulated_cms_style_fee_schedule,2024-04-01,8838.0,12001.5,0.7966254218222723,-27.11999999999999,-0.20337457817772772,-2440.7999999999993,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,299.62,290.16,543.38,25,2024-07-01,Percent of Medicare,Exchange,397.24,simulated_cms_style_fee_schedule,2024-07-01,7254.000000000001,9931.0,0.754254355049844,-97.62,-0.24574564495015608,-2440.5,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,99214,Office/outpatient established visit high complexity,Professional,109.43,101.86,205.17,102,2024-10-01,Negotiated Commercial,Medicare Advantage,133.35,simulated_cms_style_fee_schedule,2024-10-01,10389.72,13601.699999999999,0.8206224221972255,-23.919999999999987,-0.17937757780277458,-2439.839999999999,0,0,80_to_100_percent
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,261.47,247.49,489.62,18,2024-05-01,Case Rate,Medicare Advantage,396.82,simulated_cms_style_fee_schedule,2024-05-01,4454.82,7142.76,0.6589133612217127,-135.34999999999997,-0.3410866387782873,-2436.2999999999993,0,1,below_80_percent_of_medicare
PRV056,Provider Network 56,Physician Group,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,98.14,94.69,187.15,98,2024-09-01,Negotiated Commercial,Exchange,122.99,simulated_cms_style_fee_schedule,2024-09-01,9279.619999999999,12053.019999999999,0.7979510529311327,-24.849999999999994,-0.20204894706886736,-2435.2999999999993,0,1,below_80_percent_of_medicare
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,115.42,107.95,150.0,98,2024-06-01,Percent of Medicare,Commercial HMO,140.21,simulated_cms_style_fee_schedule,2024-06-01,10579.1,13740.58,0.8231937807574352,-24.790000000000006,-0.17680621924256476,-2429.4200000000005,0,0,80_to_100_percent
PRV040,Provider Network 40,Imaging Center,MD,MD Locality,99214,Office/outpatient established visit high complexity,Professional,108.47,108.23,196.58,104,2024-05-01,Case Rate,Medicare Advantage,131.82,simulated_cms_style_fee_schedule,2024-05-01,11255.92,13709.279999999999,0.8228645122136247,-23.349999999999994,-0.17713548778637533,-2428.3999999999996,0,0,80_to_100_percent
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,99.63,99.63,159.91,72,2024-12-01,Fee Schedule,Medicare Advantage,133.35,simulated_cms_style_fee_schedule,2024-12-01,7173.36,9601.199999999999,0.7471316085489313,-33.72,-0.2528683914510686,-2427.84,0,1,below_80_percent_of_medicare
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,99214,Office/outpatient established visit high complexity,Professional,114.91,102.99,217.08,92,2024-06-01,Negotiated Commercial,Commercial HMO,141.29,simulated_cms_style_fee_schedule,2024-06-01,9475.08,12998.679999999998,0.8132918111685187,-26.379999999999995,-0.18670818883148133,-2426.9599999999996,0,0,80_to_100_percent
PRV049,Provider Network 49,Imaging Center,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,104.87,91.25,182.1,90,2024-11-01,Fee Schedule,Commercial HMO,131.82,simulated_cms_style_fee_schedule,2024-11-01,8212.5,11863.8,0.7955545440752542,-26.94999999999999,-0.20444545592474578,-2425.499999999999,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,99214,Office/outpatient established visit high complexity,Professional,98.39,85.94,170.95,80,2025-04-01,Case Rate,Medicare Advantage,128.66,simulated_cms_style_fee_schedule,2025-04-01,6875.2,10292.8,0.7647287424218872,-30.269999999999996,-0.23527125757811282,-2421.5999999999995,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,99213,Office/outpatient established visit,Professional,67.35,67.33,96.86,90,2024-07-01,Percent of Medicare,Exchange,94.24,simulated_cms_style_fee_schedule,2024-07-01,6059.7,8481.6,0.7146646859083191,-26.89,-0.28533531409168084,-2420.1,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,242.03,239.21,378.74,19,2025-01-01,Negotiated Commercial,Medicare Advantage,369.24,simulated_cms_style_fee_schedule,2025-01-01,4544.99,7015.56,0.655481529628426,-127.21000000000001,-0.34451847037157407,-2416.9900000000002,0,1,below_80_percent_of_medicare
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,98.89,95.6,145.2,100,2025-04-01,Case Rate,Medicare Advantage,122.99,simulated_cms_style_fee_schedule,2025-04-01,9560.0,12299.0,0.8040491096837141,-24.099999999999994,-0.19595089031628585,-2409.9999999999995,0,0,80_to_100_percent
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,99213,Office/outpatient established visit,Professional,52.14,51.46,88.68,94,2024-02-01,Fee Schedule,Exchange,77.64,simulated_cms_style_fee_schedule,2024-02-01,4837.24,7298.16,0.6715610510046368,-25.5,-0.3284389489953632,-2397.0,0,1,below_80_percent_of_medicare
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,116.3,99.38,216.41,100,2024-06-01,Percent of Medicare,Medicare Advantage,140.21,simulated_cms_style_fee_schedule,2024-06-01,9938.0,14021.0,0.8294700805933956,-23.91000000000001,-0.17052991940660445,-2391.000000000001,0,0,80_to_100_percent
PRV038,Provider Network 38,Lab,NC,NC Locality,99213,Office/outpatient established visit,Professional,75.03,69.38,108.98,106,2025-05-01,Negotiated Commercial,Medicare Advantage,97.52,simulated_cms_style_fee_schedule,2025-05-01,7354.28,10337.119999999999,0.7693806398687449,-22.489999999999995,-0.23061936013125509,-2383.9399999999996,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,293.6,270.76,459.73,23,2024-11-01,Case Rate,Commercial HMO,397.24,simulated_cms_style_fee_schedule,2024-11-01,6227.48,9136.52,0.7390997885409325,-103.63999999999999,-0.2609002114590675,-2383.72,0,1,below_80_percent_of_medicare
PRV049,Provider Network 49,Imaging Center,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,114.88,100.48,175.03,90,2024-01-01,Fee Schedule,Commercial HMO,141.29,simulated_cms_style_fee_schedule,2024-01-01,9043.2,12716.099999999999,0.8130794819166254,-26.409999999999997,-0.1869205180833746,-2376.8999999999996,0,0,80_to_100_percent
PRV037,Provider Network 37,Lab,VA,VA Locality,99214,Office/outpatient established visit high complexity,Professional,94.8,87.02,156.64,84,2024-02-01,Negotiated Commercial,Commercial HMO,122.99,simulated_cms_style_fee_schedule,2024-02-01,7309.679999999999,10331.16,0.770794373526303,-28.189999999999998,-0.22920562647369705,-2367.96,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99213,Office/outpatient established visit,Professional,68.66,63.2,130.4,78,2024-01-01,Percent of Medicare,Commercial HMO,98.92,simulated_cms_style_fee_schedule,2024-01-01,4929.6,7715.76,0.6940962393853619,-30.260000000000005,-0.30590376061463814,-2360.28,0,1,below_80_percent_of_medicare
PRV038,Provider Network 38,Lab,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,112.51,107.29,188.17,82,2024-02-01,Percent of Medicare,Exchange,141.29,simulated_cms_style_fee_schedule,2024-02-01,8797.78,11585.779999999999,0.7963054710170572,-28.779999999999987,-0.2036945289829428,-2359.959999999999,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,107.15,101.24,232.67,90,2025-03-01,Fee Schedule,Commercial PPO,133.35,simulated_cms_style_fee_schedule,2025-03-01,9111.6,12001.5,0.8035245594300713,-26.19999999999999,-0.1964754405699287,-2357.999999999999,0,0,80_to_100_percent
PRV037,Provider Network 37,Lab,VA,VA Locality,45378,Diagnostic colonoscopy,Outpatient,298.62,263.25,564.99,24,2024-09-01,Percent of Medicare,Commercial HMO,396.82,simulated_cms_style_fee_schedule,2024-09-01,6318.0,9523.68,0.7525326344438285,-98.19999999999999,-0.24746736555617155,-2356.7999999999997,0,1,below_80_percent_of_medicare
PRV056,Provider Network 56,Physician Group,NY,NY Locality,99213,Office/outpatient established visit,Professional,58.79,54.69,94.02,92,2024-08-01,Negotiated Commercial,Commercial HMO,84.35,simulated_cms_style_fee_schedule,2024-08-01,5031.48,7760.2,0.6969768820391228,-25.559999999999995,-0.3030231179608773,-2351.5199999999995,0,1,below_80_percent_of_medicare
PRV013,Provider Network 13,Imaging Center,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,101.34,90.86,171.49,86,2025-04-01,Negotiated Commercial,Commercial HMO,128.66,simulated_cms_style_fee_schedule,2025-04-01,7813.96,11064.76,0.787657391574693,-27.319999999999993,-0.21234260842530697,-2349.5199999999995,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,251.88,226.2,410.96,20,2024-01-01,Fee Schedule,Medicare Advantage,369.24,simulated_cms_style_fee_schedule,2024-01-01,4524.0,7384.8,0.6821579460513487,-117.36000000000001,-0.31784205394865134,-2347.2000000000003,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,95.07,83.33,145.21,84,2025-01-01,Percent of Medicare,Commercial HMO,122.99,simulated_cms_style_fee_schedule,2025-01-01,6999.72,10331.16,0.7729896739572323,-27.92,-0.22701032604276772,-2345.28,0,1,below_80_percent_of_medicare
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,104.38,102.05,136.37,126,2024-10-01,Percent of Medicare,Commercial HMO,122.99,simulated_cms_style_fee_schedule,2024-10-01,12858.3,15496.74,0.8486868851126108,-18.61,-0.15131311488738922,-2344.86,0,0,80_to_100_percent
PRV040,Provider Network 40,Imaging Center,MD,MD Locality,99214,Office/outpatient established visit high complexity,Professional,107.3,97.78,135.53,90,2024-03-01,Fee Schedule,Commercial HMO,133.35,simulated_cms_style_fee_schedule,2024-03-01,8800.2,12001.5,0.8046494188226472,-26.049999999999997,-0.19535058117735282,-2344.4999999999995,0,0,80_to_100_percent
PRV052,Provider Network 52,Physician Group,NC,NC Locality,99213,Office/outpatient established visit,Professional,62.73,58.83,114.29,108,2025-05-01,Negotiated Commercial,Commercial PPO,84.35,simulated_cms_style_fee_schedule,2025-05-01,6353.639999999999,9109.8,0.7436870183758151,-21.619999999999997,-0.2563129816241849,-2334.9599999999996,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,96.52,86.86,137.16,88,2024-08-01,Negotiated Commercial,Commercial HMO,122.99,simulated_cms_style_fee_schedule,2024-08-01,7643.68,10823.119999999999,0.7847792503455565,-26.47,-0.21522074965444346,-2329.3599999999997,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99213,Office/outpatient established visit,Professional,74.67,70.95,133.73,96,2024-07-01,Negotiated Commercial,Commercial PPO,98.92,simulated_cms_style_fee_schedule,2024-07-01,6811.200000000001,9496.32,0.7548524059846341,-24.25,-0.24514759401536595,-2328.0,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,99213,Office/outpatient established visit,Professional,73.77,68.57,107.58,98,2024-08-01,Negotiated Commercial,Commercial PPO,97.52,simulated_cms_style_fee_schedule,2024-08-01,6719.86,9556.96,0.7564602132895816,-23.75,-0.2435397867104184,-2327.5,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,99213,Office/outpatient established visit,Professional,75.98,73.37,106.51,108,2024-01-01,Percent of Medicare,Commercial PPO,97.52,simulated_cms_style_fee_schedule,2024-01-01,7923.960000000001,10532.16,0.7791222313371616,-21.539999999999992,-0.22087776866283831,-2326.3199999999993,0,1,below_80_percent_of_medicare
PRV056,Provider Network 56,Physician Group,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,108.59,104.36,177.79,100,2024-06-01,Negotiated Commercial,Exchange,131.82,simulated_cms_style_fee_schedule,2024-06-01,10436.0,13182.0,0.8237748444849037,-23.22999999999999,-0.17622515551509627,-2322.999999999999,0,0,80_to_100_percent
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,113.82,108.49,135.32,88,2024-03-01,Percent of Medicare,Medicare Advantage,140.21,simulated_cms_style_fee_schedule,2024-03-01,9547.119999999999,12338.480000000001,0.8117823265102345,-26.390000000000015,-0.18821767348976545,-2322.3200000000015,0,0,80_to_100_percent
PRV052,Provider Network 52,Physician Group,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,294.99,278.12,517.23,19,2025-09-01,Fee Schedule,Medicare Advantage,417.19,simulated_cms_style_fee_schedule,2025-09-01,5284.28,7926.61,0.7070878976006136,-122.19999999999999,-0.29291210239938636,-2321.7999999999997,0,1,below_80_percent_of_medicare
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,99213,Office/outpatient established visit,Professional,76.07,69.05,124.18,108,2025-01-01,Negotiated Commercial,Commercial HMO,97.52,simulated_cms_style_fee_schedule,2025-01-01,7457.4,10532.16,0.780045118949959,-21.450000000000003,-0.21995488105004105,-2316.6000000000004,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,261.03,238.2,403.83,17,2024-04-01,Case Rate,Medicare Advantage,397.24,simulated_cms_style_fee_schedule,2024-04-01,4049.3999999999996,6753.08,0.6571090524619876,-136.21000000000004,-0.34289094753801236,-2315.5700000000006,0,1,below_80_percent_of_medicare
PRV013,Provider Network 13,Imaging Center,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,104.92,98.0,167.67,86,2024-02-01,Fee Schedule,Exchange,131.82,simulated_cms_style_fee_schedule,2024-02-01,8428.0,11336.519999999999,0.7959338491882871,-26.89999999999999,-0.2040661508117129,-2313.399999999999,0,1,below_80_percent_of_medicare
PRV038,Provider Network 38,Lab,NC,NC Locality,99213,Office/outpatient established visit,Professional,81.68,77.21,96.81,134,2024-10-01,Percent of Medicare,Commercial PPO,98.92,simulated_cms_style_fee_schedule,2024-10-01,10346.14,13255.28,0.8257177517185605,-17.239999999999995,-0.17428224828143948,-2310.1599999999994,0,0,80_to_100_percent
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,99213,Office/outpatient established visit,Professional,71.62,67.45,123.9,102,2025-09-01,Percent of Medicare,Commercial HMO,94.24,simulated_cms_style_fee_schedule,2025-09-01,6879.900000000001,9612.48,0.7599745331069611,-22.61999999999999,-0.24002546689303897,-2307.239999999999,0,1,below_80_percent_of_medicare
