provider_id,provider_name,provider_type,state,locality,hcpcs_code,service_description,service_category,contract_allowed_amount,contract_paid_amount,billed_amount,utilization_count,effective_date,contract_type,payer_product,medicare_benchmark_amount,benchmark_source,service_month,contract_total_paid,medicare_total_benchmark
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,509.76,509.17,751.04,25,2025-08-01,Negotiated Commercial,Medicare Advantage,393.64,simulated_cms_style_fee_schedule,2025-08-01,12729.25,9841.0
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1262.3,1173.46,2043.06,26,2025-10-01,Fee Schedule,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2025-10-01,30509.96,33912.32
PRV018,Provider Network 18,Physician Group,VA,VA Locality,71046,Chest x-ray two views,Imaging,44.44,44.16,74.13,27,2025-12-01,Percent of Medicare,Exchange,32.83,simulated_cms_style_fee_schedule,2025-12-01,1192.32,886.41
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,99213,Office/outpatient established visit,Professional,69.98,67.15,101.58,90,2025-05-01,Negotiated Commercial,Commercial HMO,82.42,simulated_cms_style_fee_schedule,2025-05-01,6043.500000000001,7417.8
PRV059,Provider Network 59,Imaging Center,VA,VA Locality,70551,MRI brain without contrast,Imaging,241.76,223.86,391.78,15,2025-05-01,Case Rate,Exchange,227.36,simulated_cms_style_fee_schedule,2025-05-01,3357.9,3410.4
PRV060,Provider Network 60,Imaging Center,MD,MD Locality,45378,Diagnostic colonoscopy,Outpatient,469.83,400.06,740.07,15,2025-08-01,Fee Schedule,Commercial PPO,397.24,simulated_cms_style_fee_schedule,2025-08-01,6000.9,5958.6
PRV010,Provider Network 10,Physician Group,PA,PA Locality,71046,Chest x-ray two views,Imaging,28.21,28.21,55.3,15,2024-06-01,Percent of Medicare,Commercial HMO,35.12,simulated_cms_style_fee_schedule,2024-06-01,423.15000000000003,526.8
PRV054,Provider Network 54,Ambulatory Surgery,PA,PA Locality,93000,Electrocardiogram complete,Diagnostic,26.33,25.5,41.04,14,2024-08-01,Negotiated Commercial,Exchange,23.68,simulated_cms_style_fee_schedule,2024-08-01,357.0,331.52
PRV006,Provider Network 06,Lab,VA,VA Locality,70551,MRI brain without contrast,Imaging,296.9,275.27,490.15,16,2024-09-01,Negotiated Commercial,Commercial PPO,256.22,simulated_cms_style_fee_schedule,2024-09-01,4404.32,4099.52
PRV045,Provider Network 45,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1323.29,1234.54,1842.46,18,2025-06-01,Case Rate,Commercial HMO,1315.06,simulated_cms_style_fee_schedule,2025-06-01,22221.72,23671.079999999998
PRV051,Provider Network 51,Imaging Center,VA,VA Locality,70551,MRI brain without contrast,Imaging,329.55,326.01,459.94,22,2024-09-01,Fee Schedule,Medicare Advantage,256.22,simulated_cms_style_fee_schedule,2024-09-01,7172.219999999999,5636.84
PRV054,Provider Network 54,Ambulatory Surgery,PA,PA Locality,J3490,Unclassified drug,Pharmacy,104.63,95.96,174.22,22,2024-04-01,Negotiated Commercial,Commercial PPO,101.59,simulated_cms_style_fee_schedule,2024-04-01,2111.12,2234.98
PRV014,Provider Network 14,Imaging Center,MD,MD Locality,80053,Comprehensive metabolic panel,Lab,12.11,10.57,16.0,50,2025-08-01,Case Rate,Exchange,14.98,simulated_cms_style_fee_schedule,2025-08-01,528.5,749.0
PRV054,Provider Network 54,Ambulatory Surgery,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1550.05,1528.87,2531.77,10,2025-06-01,Negotiated Commercial,Commercial HMO,1238.61,simulated_cms_style_fee_schedule,2025-06-01,15288.699999999999,12386.099999999999
PRV007,Provider Network 07,Physician Group,FL,FL Locality,J3490,Unclassified drug,Pharmacy,148.95,135.07,221.94,22,2025-03-01,Fee Schedule,Commercial PPO,120.81,simulated_cms_style_fee_schedule,2025-03-01,2971.54,2657.82
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,29.94,27.31,51.01,19,2025-10-01,Percent of Medicare,Exchange,23.12,simulated_cms_style_fee_schedule,2025-10-01,518.89,439.28000000000003
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,18.54,15.98,19.67,12,2025-08-01,Percent of Medicare,Medicare Advantage,23.68,simulated_cms_style_fee_schedule,2025-08-01,191.76,284.15999999999997
PRV019,Provider Network 19,Lab,NY,NY Locality,99213,Office/outpatient established visit,Professional,111.04,109.65,212.19,90,2025-10-01,Fee Schedule,Commercial PPO,97.52,simulated_cms_style_fee_schedule,2025-10-01,9868.5,8776.8
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,20.11,19.43,22.88,52,2024-07-01,Fee Schedule,Commercial PPO,15.37,simulated_cms_style_fee_schedule,2024-07-01,1010.36,799.24
PRV047,Provider Network 47,Ambulatory Surgery,NC,NC Locality,99213,Office/outpatient established visit,Professional,94.29,80.96,188.4,68,2024-03-01,Negotiated Commercial,Commercial HMO,97.52,simulated_cms_style_fee_schedule,2024-03-01,5505.28,6631.36
PRV021,Provider Network 21,Ambulatory Surgery,FL,FL Locality,45378,Diagnostic colonoscopy,Outpatient,558.09,540.31,875.73,24,2024-09-01,Case Rate,Exchange,393.64,simulated_cms_style_fee_schedule,2024-09-01,12967.439999999999,9447.36
PRV040,Provider Network 40,Imaging Center,MD,MD Locality,99213,Office/outpatient established visit,Professional,82.2,78.85,137.98,106,2025-08-01,Case Rate,Commercial PPO,82.42,simulated_cms_style_fee_schedule,2025-08-01,8358.099999999999,8736.52
PRV025,Provider Network 25,Imaging Center,NY,NY Locality,27447,Total knee arthroplasty,Surgery,1511.62,1482.17,2326.23,20,2025-11-01,Negotiated Commercial,Exchange,1304.32,simulated_cms_style_fee_schedule,2025-11-01,29643.4,26086.399999999998
PRV023,Provider Network 23,Physician Group,MD,MD Locality,70551,MRI brain without contrast,Imaging,291.62,264.5,457.9,21,2024-03-01,Negotiated Commercial,Commercial PPO,246.58,simulated_cms_style_fee_schedule,2024-03-01,5554.5,5178.18
PRV054,Provider Network 54,Ambulatory Surgery,PA,PA Locality,A0429,Ambulance basic life support,Emergency,335.84,288.34,440.53,15,2025-09-01,Percent of Medicare,Exchange,334.01,simulated_cms_style_fee_schedule,2025-09-01,4325.099999999999,5010.15
PRV006,Provider Network 06,Lab,VA,VA Locality,80053,Comprehensive metabolic panel,Lab,16.85,15.31,28.75,47,2024-12-01,Case Rate,Commercial PPO,13.79,simulated_cms_style_fee_schedule,2024-12-01,719.57,648.13
PRV045,Provider Network 45,Physician Group,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,16.89,14.7,28.06,37,2025-08-01,Negotiated Commercial,Medicare Advantage,13.79,simulated_cms_style_fee_schedule,2025-08-01,543.9,510.22999999999996
PRV045,Provider Network 45,Physician Group,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,26.91,26.22,44.57,17,2025-05-01,Fee Schedule,Medicare Advantage,23.86,simulated_cms_style_fee_schedule,2025-05-01,445.74,405.62
PRV023,Provider Network 23,Physician Group,MD,MD Locality,70551,MRI brain without contrast,Imaging,251.45,209.07,483.85,15,2024-02-01,Case Rate,Commercial PPO,225.37,simulated_cms_style_fee_schedule,2024-02-01,3136.0499999999997,3380.55
PRV016,Provider Network 16,Imaging Center,PA,PA Locality,93000,Electrocardiogram complete,Diagnostic,31.62,29.06,37.94,20,2024-12-01,Negotiated Commercial,Medicare Advantage,25.07,simulated_cms_style_fee_schedule,2024-12-01,581.1999999999999,501.4
PRV001,Provider Network 01,Physician Group,FL,FL Locality,99214,Office/outpatient established visit high complexity,Professional,111.76,99.53,175.51,128,2024-03-01,Case Rate,Commercial PPO,133.35,simulated_cms_style_fee_schedule,2024-03-01,12739.84,17068.8
PRV057,Provider Network 57,Ambulatory Surgery,MD,MD Locality,A0429,Ambulance basic life support,Emergency,363.14,328.62,427.78,25,2024-09-01,Case Rate,Medicare Advantage,303.18,simulated_cms_style_fee_schedule,2024-09-01,8215.5,7579.5
PRV057,Provider Network 57,Ambulatory Surgery,MD,MD Locality,27447,Total knee arthroplasty,Surgery,1483.48,1361.9,2732.67,13,2025-07-01,Negotiated Commercial,Commercial HMO,1324.33,simulated_cms_style_fee_schedule,2025-07-01,17704.7,17216.29
PRV015,Provider Network 15,Imaging Center,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,127.09,120.3,220.25,102,2025-05-01,Negotiated Commercial,Commercial HMO,128.66,simulated_cms_style_fee_schedule,2025-05-01,12270.6,13123.32
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1413.2,1315.5,2107.14,19,2025-05-01,Case Rate,Medicare Advantage,1165.98,simulated_cms_style_fee_schedule,2025-05-01,24994.5,22153.62
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,80053,Comprehensive metabolic panel,Lab,19.79,18.36,35.07,49,2025-04-01,Percent of Medicare,Medicare Advantage,14.98,simulated_cms_style_fee_schedule,2025-04-01,899.64,734.02
PRV005,Provider Network 05,Ambulatory Surgery,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,122.82,112.83,205.73,82,2024-01-01,Negotiated Commercial,Commercial PPO,141.29,simulated_cms_style_fee_schedule,2024-01-01,9252.06,11585.779999999999
PRV050,Provider Network 50,Imaging Center,NC,NC Locality,71046,Chest x-ray two views,Imaging,36.18,35.51,42.64,20,2025-02-01,Percent of Medicare,Exchange,35.12,simulated_cms_style_fee_schedule,2025-02-01,710.1999999999999,702.4
PRV054,Provider Network 54,Ambulatory Surgery,PA,PA Locality,45378,Diagnostic colonoscopy,Outpatient,433.21,415.45,742.63,23,2024-12-01,Negotiated Commercial,Medicare Advantage,396.98,simulated_cms_style_fee_schedule,2024-12-01,9555.35,9130.54
PRV010,Provider Network 10,Physician Group,PA,PA Locality,99213,Office/outpatient established visit,Professional,91.96,83.05,122.88,86,2025-01-01,Negotiated Commercial,Commercial PPO,94.24,simulated_cms_style_fee_schedule,2025-01-01,7142.3,8104.639999999999
PRV045,Provider Network 45,Physician Group,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,9.47,8.27,15.05,52,2024-06-01,Fee Schedule,Commercial PPO,13.24,simulated_cms_style_fee_schedule,2024-06-01,430.03999999999996,688.48
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,A0429,Ambulance basic life support,Emergency,260.84,244.33,465.64,16,2025-05-01,Negotiated Commercial,Exchange,294.16,simulated_cms_style_fee_schedule,2025-05-01,3909.28,4706.56
PRV023,Provider Network 23,Physician Group,MD,MD Locality,80053,Comprehensive metabolic panel,Lab,17.37,16.23,27.13,41,2025-03-01,Case Rate,Exchange,13.83,simulated_cms_style_fee_schedule,2025-03-01,665.4300000000001,567.03
PRV036,Provider Network 36,Physician Group,VA,VA Locality,99213,Office/outpatient established visit,Professional,83.64,75.12,128.28,84,2024-10-01,Negotiated Commercial,Medicare Advantage,82.42,simulated_cms_style_fee_schedule,2024-10-01,6310.08,6923.28
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,71046,Chest x-ray two views,Imaging,45.38,40.87,86.47,18,2024-02-01,Negotiated Commercial,Exchange,33.04,simulated_cms_style_fee_schedule,2024-02-01,735.66,594.72
PRV053,Provider Network 53,Hospital Outpatient,NY,NY Locality,27447,Total knee arthroplasty,Surgery,1663.85,1574.37,2652.59,19,2024-02-01,Percent of Medicare,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2024-02-01,29913.03,25162.269999999997
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,A0429,Ambulance basic life support,Emergency,274.81,274.81,408.25,19,2024-09-01,Fee Schedule,Medicare Advantage,334.01,simulated_cms_style_fee_schedule,2024-09-01,5221.39,6346.19
PRV012,Provider Network 12,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1321.15,1299.97,1525.21,17,2025-01-01,Negotiated Commercial,Commercial HMO,1165.98,simulated_cms_style_fee_schedule,2025-01-01,22099.49,19821.66
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,99213,Office/outpatient established visit,Professional,165.01,148.17,256.8,98,2025-12-01,Case Rate,Commercial PPO,98.92,simulated_cms_style_fee_schedule,2025-12-01,14520.659999999998,9694.16
PRV019,Provider Network 19,Lab,NY,NY Locality,J3490,Unclassified drug,Pharmacy,136.19,127.05,234.91,19,2025-06-01,Percent of Medicare,Commercial PPO,121.25,simulated_cms_style_fee_schedule,2025-06-01,2413.95,2303.75
PRV060,Provider Network 60,Imaging Center,MD,MD Locality,45378,Diagnostic colonoscopy,Outpatient,443.19,419.09,852.54,21,2024-12-01,Negotiated Commercial,Medicare Advantage,417.19,simulated_cms_style_fee_schedule,2024-12-01,8800.89,8760.99
PRV047,Provider Network 47,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1136.67,1083.55,1317.57,17,2024-08-01,Fee Schedule,Medicare Advantage,1315.06,simulated_cms_style_fee_schedule,2024-08-01,18420.35,22356.02
PRV020,Provider Network 20,Ambulatory Surgery,NC,NC Locality,J3490,Unclassified drug,Pharmacy,116.66,116.42,193.92,15,2024-05-01,Fee Schedule,Medicare Advantage,112.06,simulated_cms_style_fee_schedule,2024-05-01,1746.3,1680.9
PRV059,Provider Network 59,Imaging Center,VA,VA Locality,45378,Diagnostic colonoscopy,Outpatient,501.93,461.5,864.47,22,2024-04-01,Percent of Medicare,Commercial PPO,417.19,simulated_cms_style_fee_schedule,2024-04-01,10153.0,9178.18
PRV030,Provider Network 30,Ambulatory Surgery,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,25.14,22.49,36.32,19,2024-02-01,Percent of Medicare,Exchange,25.07,simulated_cms_style_fee_schedule,2024-02-01,427.30999999999995,476.33
PRV031,Provider Network 31,Ambulatory Surgery,PA,PA Locality,71046,Chest x-ray two views,Imaging,40.63,38.06,79.83,20,2025-10-01,Case Rate,Exchange,33.04,simulated_cms_style_fee_schedule,2025-10-01,761.2,660.8
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,70551,MRI brain without contrast,Imaging,228.61,204.57,306.42,23,2024-01-01,Negotiated Commercial,Commercial PPO,275.26,simulated_cms_style_fee_schedule,2024-01-01,4705.11,6330.98
PRV009,Provider Network 09,Hospital Outpatient,MD,MD Locality,71046,Chest x-ray two views,Imaging,39.21,36.56,78.73,15,2025-09-01,Case Rate,Exchange,35.17,simulated_cms_style_fee_schedule,2025-09-01,548.4000000000001,527.5500000000001
PRV057,Provider Network 57,Ambulatory Surgery,MD,MD Locality,27447,Total knee arthroplasty,Surgery,1421.73,1285.03,2253.08,14,2025-03-01,Negotiated Commercial,Commercial PPO,1167.55,simulated_cms_style_fee_schedule,2025-03-01,17990.42,16345.699999999999
PRV001,Provider Network 01,Physician Group,FL,FL Locality,45378,Diagnostic colonoscopy,Outpatient,380.17,364.33,662.51,13,2025-03-01,Case Rate,Exchange,369.24,simulated_cms_style_fee_schedule,2025-03-01,4736.29,4800.12
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,108.44,106.67,157.06,108,2025-12-01,Case Rate,Commercial HMO,133.35,simulated_cms_style_fee_schedule,2025-12-01,11520.36,14401.8
PRV014,Provider Network 14,Imaging Center,MD,MD Locality,70551,MRI brain without contrast,Imaging,238.5,211.21,278.2,24,2025-07-01,Negotiated Commercial,Medicare Advantage,246.58,simulated_cms_style_fee_schedule,2025-07-01,5069.04,5917.92
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,99213,Office/outpatient established visit,Professional,146.52,130.34,223.33,82,2024-04-01,Percent of Medicare,Exchange,97.52,simulated_cms_style_fee_schedule,2024-04-01,10687.880000000001,7996.639999999999
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,70551,MRI brain without contrast,Imaging,372.86,331.69,638.27,21,2025-12-01,Case Rate,Commercial HMO,275.26,simulated_cms_style_fee_schedule,2025-12-01,6965.49,5780.46
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,71046,Chest x-ray two views,Imaging,40.78,37.4,57.68,23,2024-05-01,Case Rate,Commercial HMO,33.04,simulated_cms_style_fee_schedule,2024-05-01,860.1999999999999,759.92
PRV041,Provider Network 41,Physician Group,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,25.97,25.1,38.43,18,2025-02-01,Negotiated Commercial,Commercial HMO,23.12,simulated_cms_style_fee_schedule,2025-02-01,451.8,416.16
PRV059,Provider Network 59,Imaging Center,VA,VA Locality,A0429,Ambulance basic life support,Emergency,431.29,375.42,677.45,19,2025-04-01,Fee Schedule,Medicare Advantage,334.01,simulated_cms_style_fee_schedule,2025-04-01,7132.9800000000005,6346.19
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,93000,Electrocardiogram complete,Diagnostic,26.19,24.67,30.66,23,2024-06-01,Negotiated Commercial,Medicare Advantage,21.42,simulated_cms_style_fee_schedule,2024-06-01,567.4100000000001,492.66
PRV018,Provider Network 18,Physician Group,VA,VA Locality,99213,Office/outpatient established visit,Professional,139.99,139.54,207.04,88,2025-04-01,Negotiated Commercial,Commercial HMO,98.92,simulated_cms_style_fee_schedule,2025-04-01,12279.519999999999,8704.960000000001
PRV031,Provider Network 31,Ambulatory Surgery,PA,PA Locality,80053,Comprehensive metabolic panel,Lab,16.3,14.58,26.13,56,2025-04-01,Fee Schedule,Commercial PPO,13.24,simulated_cms_style_fee_schedule,2025-04-01,816.48,741.44
PRV056,Provider Network 56,Physician Group,NY,NY Locality,45378,Diagnostic colonoscopy,Outpatient,354.56,320.66,502.63,24,2025-12-01,Fee Schedule,Medicare Advantage,396.82,simulated_cms_style_fee_schedule,2025-12-01,7695.84,9523.68
PRV042,Provider Network 42,Imaging Center,VA,VA Locality,99213,Office/outpatient established visit,Professional,87.72,79.39,163.18,80,2025-10-01,Fee Schedule,Commercial HMO,94.24,simulated_cms_style_fee_schedule,2025-10-01,6351.2,7539.2
PRV046,Provider Network 46,Lab,NC,NC Locality,71046,Chest x-ray two views,Imaging,44.07,43.56,70.81,15,2024-10-01,Negotiated Commercial,Medicare Advantage,35.17,simulated_cms_style_fee_schedule,2024-10-01,653.4000000000001,527.5500000000001
PRV035,Provider Network 35,Lab,FL,FL Locality,71046,Chest x-ray two views,Imaging,38.18,35.7,40.09,21,2025-05-01,Negotiated Commercial,Commercial HMO,33.04,simulated_cms_style_fee_schedule,2025-05-01,749.7,693.84
PRV026,Provider Network 26,Imaging Center,NC,NC Locality,J3490,Unclassified drug,Pharmacy,129.81,125.24,184.6,19,2025-08-01,Fee Schedule,Commercial PPO,120.81,simulated_cms_style_fee_schedule,2025-08-01,2379.56,2295.39
PRV012,Provider Network 12,Lab,VA,VA Locality,99213,Office/outpatient established visit,Professional,100.29,90.86,138.05,104,2024-01-01,Percent of Medicare,Exchange,94.24,simulated_cms_style_fee_schedule,2024-01-01,9449.44,9800.96
PRV052,Provider Network 52,Physician Group,NC,NC Locality,99213,Office/outpatient established visit,Professional,79.08,76.37,105.63,114,2025-05-01,Fee Schedule,Medicare Advantage,84.35,simulated_cms_style_fee_schedule,2025-05-01,8706.18,9615.9
PRV049,Provider Network 49,Imaging Center,PA,PA Locality,70551,MRI brain without contrast,Imaging,193.69,179.17,374.63,13,2025-11-01,Fee Schedule,Medicare Advantage,219.7,simulated_cms_style_fee_schedule,2025-11-01,2329.21,2856.1
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,163.53,163.19,278.99,84,2024-03-01,Percent of Medicare,Commercial PPO,141.29,simulated_cms_style_fee_schedule,2024-03-01,13707.96,11868.359999999999
PRV043,Provider Network 43,Imaging Center,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,555.29,535.53,807.83,19,2025-07-01,Fee Schedule,Exchange,369.24,simulated_cms_style_fee_schedule,2025-07-01,10175.07,7015.56
PRV006,Provider Network 06,Lab,VA,VA Locality,93000,Electrocardiogram complete,Diagnostic,23.83,23.76,34.14,15,2024-02-01,Negotiated Commercial,Commercial HMO,23.68,simulated_cms_style_fee_schedule,2024-02-01,356.40000000000003,355.2
PRV045,Provider Network 45,Physician Group,NC,NC Locality,70551,MRI brain without contrast,Imaging,241.83,235.55,355.61,21,2024-10-01,Case Rate,Commercial HMO,219.7,simulated_cms_style_fee_schedule,2024-10-01,4946.55,4613.7
PRV050,Provider Network 50,Imaging Center,NC,NC Locality,99213,Office/outpatient established visit,Professional,99.2,88.83,139.27,82,2025-08-01,Negotiated Commercial,Medicare Advantage,97.52,simulated_cms_style_fee_schedule,2025-08-01,7284.0599999999995,7996.639999999999
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1670.58,1664.86,2298.05,19,2025-12-01,Case Rate,Exchange,1304.32,simulated_cms_style_fee_schedule,2025-12-01,31632.339999999997,24782.079999999998
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,70551,MRI brain without contrast,Imaging,225.96,225.12,378.8,29,2025-06-01,Negotiated Commercial,Exchange,227.36,simulated_cms_style_fee_schedule,2025-06-01,6528.4800000000005,6593.4400000000005
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,99213,Office/outpatient established visit,Professional,109.14,95.62,114.59,86,2025-06-01,Fee Schedule,Exchange,94.24,simulated_cms_style_fee_schedule,2025-06-01,8223.32,8104.639999999999
PRV035,Provider Network 35,Lab,FL,FL Locality,93000,Electrocardiogram complete,Diagnostic,18.07,16.75,30.34,20,2024-07-01,Fee Schedule,Commercial HMO,21.42,simulated_cms_style_fee_schedule,2024-07-01,335.0,428.40000000000003
PRV056,Provider Network 56,Physician Group,NY,NY Locality,99213,Office/outpatient established visit,Professional,70.6,63.48,82.51,92,2025-08-01,Negotiated Commercial,Commercial HMO,98.92,simulated_cms_style_fee_schedule,2025-08-01,5840.16,9100.64
PRV005,Provider Network 05,Ambulatory Surgery,PA,PA Locality,99213,Office/outpatient established visit,Professional,117.57,111.12,197.27,98,2025-04-01,Case Rate,Medicare Advantage,97.52,simulated_cms_style_fee_schedule,2025-04-01,10889.76,9556.96
PRV024,Provider Network 24,Lab,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1466.46,1374.68,2663.83,12,2025-11-01,Negotiated Commercial,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2025-11-01,16496.16,15651.84
PRV059,Provider Network 59,Imaging Center,VA,VA Locality,71046,Chest x-ray two views,Imaging,35.35,33.61,45.59,24,2025-03-01,Case Rate,Medicare Advantage,33.04,simulated_cms_style_fee_schedule,2025-03-01,806.64,792.96
PRV019,Provider Network 19,Lab,NY,NY Locality,J3490,Unclassified drug,Pharmacy,133.23,120.59,182.17,26,2024-01-01,Case Rate,Commercial PPO,121.25,simulated_cms_style_fee_schedule,2024-01-01,3135.34,3152.5
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,93000,Electrocardiogram complete,Diagnostic,27.28,23.76,48.93,19,2025-01-01,Percent of Medicare,Exchange,21.42,simulated_cms_style_fee_schedule,2025-01-01,451.44000000000005,406.98
PRV030,Provider Network 30,Ambulatory Surgery,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,462.22,408.5,680.23,16,2025-07-01,Negotiated Commercial,Exchange,397.24,simulated_cms_style_fee_schedule,2025-07-01,6536.0,6355.84
PRV031,Provider Network 31,Ambulatory Surgery,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1676.67,1607.94,2271.22,18,2025-07-01,Negotiated Commercial,Exchange,1238.61,simulated_cms_style_fee_schedule,2025-07-01,28942.920000000002,22294.98
PRV040,Provider Network 40,Imaging Center,MD,MD Locality,27447,Total knee arthroplasty,Surgery,1029.03,922.63,1408.72,26,2024-10-01,Negotiated Commercial,Medicare Advantage,1315.06,simulated_cms_style_fee_schedule,2024-10-01,23988.38,34191.56
PRV019,Provider Network 19,Lab,NY,NY Locality,J3490,Unclassified drug,Pharmacy,124.57,108.33,268.35,16,2024-05-01,Percent of Medicare,Exchange,115.62,simulated_cms_style_fee_schedule,2024-05-01,1733.28,1849.92
PRV058,Provider Network 58,Physician Group,MD,MD Locality,45378,Diagnostic colonoscopy,Outpatient,327.07,292.86,466.37,27,2025-09-01,Negotiated Commercial,Commercial PPO,369.24,simulated_cms_style_fee_schedule,2025-09-01,7907.22,9969.48
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,418.85,404.05,702.27,26,2025-08-01,Case Rate,Exchange,393.64,simulated_cms_style_fee_schedule,2025-08-01,10505.300000000001,10234.64
PRV018,Provider Network 18,Physician Group,VA,VA Locality,45378,Diagnostic colonoscopy,Outpatient,445.24,397.92,762.56,19,2025-10-01,Negotiated Commercial,Commercial HMO,393.64,simulated_cms_style_fee_schedule,2025-10-01,7560.4800000000005,7479.16
PRV058,Provider Network 58,Physician Group,MD,MD Locality,71046,Chest x-ray two views,Imaging,39.02,37.01,75.74,26,2025-05-01,Fee Schedule,Commercial HMO,35.45,simulated_cms_style_fee_schedule,2025-05-01,962.26,921.7
PRV056,Provider Network 56,Physician Group,NY,NY Locality,45378,Diagnostic colonoscopy,Outpatient,369.89,344.21,751.99,13,2025-08-01,Fee Schedule,Commercial HMO,397.24,simulated_cms_style_fee_schedule,2025-08-01,4474.73,5164.12
PRV030,Provider Network 30,Ambulatory Surgery,NC,NC Locality,J3490,Unclassified drug,Pharmacy,141.81,132.58,153.11,18,2024-10-01,Fee Schedule,Medicare Advantage,117.66,simulated_cms_style_fee_schedule,2024-10-01,2386.44,2117.88
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,524.84,496.24,1003.94,20,2025-07-01,Negotiated Commercial,Medicare Advantage,393.64,simulated_cms_style_fee_schedule,2025-07-01,9924.8,7872.799999999999
PRV036,Provider Network 36,Physician Group,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1324.22,1153.65,2099.01,18,2024-12-01,Percent of Medicare,Commercial PPO,1238.61,simulated_cms_style_fee_schedule,2024-12-01,20765.7,22294.98
PRV034,Provider Network 34,Ambulatory Surgery,PA,PA Locality,99213,Office/outpatient established visit,Professional,92.26,86.81,119.31,90,2025-08-01,Percent of Medicare,Medicare Advantage,77.64,simulated_cms_style_fee_schedule,2025-08-01,7812.900000000001,6987.6
PRV009,Provider Network 09,Hospital Outpatient,MD,MD Locality,71046,Chest x-ray two views,Imaging,35.8,32.73,64.25,27,2024-04-01,Fee Schedule,Commercial HMO,35.45,simulated_cms_style_fee_schedule,2024-04-01,883.7099999999999,957.1500000000001
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,99213,Office/outpatient established visit,Professional,86.7,79.39,114.83,126,2024-08-01,Percent of Medicare,Exchange,98.92,simulated_cms_style_fee_schedule,2024-08-01,10003.14,12463.92
PRV051,Provider Network 51,Imaging Center,VA,VA Locality,99214,Office/outpatient established visit high complexity,Professional,165.35,150.54,309.8,104,2024-06-01,Percent of Medicare,Medicare Advantage,133.35,simulated_cms_style_fee_schedule,2024-06-01,15656.16,13868.4
PRV007,Provider Network 07,Physician Group,FL,FL Locality,80053,Comprehensive metabolic panel,Lab,16.38,15.05,23.84,47,2024-10-01,Fee Schedule,Exchange,13.24,simulated_cms_style_fee_schedule,2024-10-01,707.35,622.28
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,71046,Chest x-ray two views,Imaging,58.21,54.91,105.9,20,2025-08-01,Percent of Medicare,Exchange,34.99,simulated_cms_style_fee_schedule,2025-08-01,1098.1999999999998,699.8000000000001
